"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"2571",68,"68 ADAMS & YORK","ST","68 68 ADAMS & YORK ST","68 68 ADAMS & YORK ST","68 68TH ADAMS & YORK ST","68 68TH ADAMS & YORK ST"
"2572",291,"HUDSON AVE","AVE","291 HUDSON AVE","TWO HUNDRED NINETY-ONE HUDSON AVE","291 HUDSON AVE","TWO HUNDRED NINETY-ONE HUDSON AVE"
"2573",10,"TALMAN","ST","10 TALMAN ST","10 TALMAN ST","10 TALMAN ST","10 TALMAN ST"
"2574",NA,"RAYMOND & BOLIVAR","ST","RAYMOND & BOLIVAR ST","RAYMOND & BOLIVAR ST","RAYMOND & BOLIVAR ST","RAYMOND & BOLIVAR ST"
"2575",NA,"MILL & SMITH","ST","MILL & SMITH ST","MILL & SMITH ST","MILL & SMITH ST","MILL & SMITH ST"
"2576",406,"LITTLE","ST","406 LITTLE ST","406 LITTLE ST","406 LITTLE ST","406 LITTLE ST"
"2577",NA,"COLUMBIA & AMITY","ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST"
"2578",NA,"21 & 3D AVE GOWANUS","AVE","21 & 3D AVE GOWANUS AVE","21 & 3D AVE GOWANUS AVE","21ST & 3D AVE GOWANUS AVE","21ST & 3D AVE GOWANUS AVE"
"2579",NA,"KENT & MYRTLE AVE","AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE","KENT & MYRTLE AVE"
"2580",40,"MAIN","ST","40 MAIN ST","40 MAIN ST","40 MAIN ST","40 MAIN ST"
"2581",22,"STATE","ST","22 STATE ST","22 STATE ST","22 STATE ST","22 STATE ST"
"2582",108,"HUDSON AVE","AVE","108 HUDSON AVE","ONE HUNDRED EIGHT HUDSON AVE","108 HUDSON AVE","ONE HUNDRED EIGHT HUDSON AVE"
"2583",26,"WYCKOFF","ST","26 WYCKOFF ST","26 WYCKOFF ST","26 WYCKOFF ST","26 WYCKOFF ST"
"2584",77,"MAIN H YVILLIAMSBURGH","ST","77 MAIN H YVILLIAMSBURGH ST","77 MAIN H YVILLIAMSBURGH ST","77 MAIN H YVILLIAMSBURGH ST","77 MAIN H YVILLIAMSBURGH ST"
"2585",NA,"MYRTLE AVE & STEUBEN","ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST"
"2586",468,"N PEARL Y H 30 PROSPECT","ST","468 N PEARL Y H 30 PROSPECT ST","468 N PEARL Y H 30 PROSPECT ST","468 N PEARL Y H 30TH PROSPECT ST","468 N PEARL Y H 30TH PROSPECT ST"
"2587",77,"MAIN","ST","77 MAIN ST","77 MAIN ST","77 MAIN ST","77 MAIN ST"
"2588",NA,"N Y H 113 WILLOUGHBY","ST","N Y H 113 WILLOUGHBY ST","N Y H 113 WILLOUGHBY ST","N Y H 113TH WILLOUGHBY ST","N Y H 113TH WILLOUGHBY ST"
"2589",4,"FRANKLIN PL","PL","4 FRANKLIN PL","4 FRANKLIN PL","4 FRANKLIN PL","4 FRANKLIN PL"
"2590",5,"518 & 3D AVE GOWANUS","AVE","5 518 & 3D AVE GOWANUS AVE","FIVE 518 & 3D AVE GOWANUS AVE","5 518TH & 3D AVE GOWANUS AVE","FIVE 518TH & 3D AVE GOWANUS AVE"
"2591",NA,"FRINGE MANUF’R NOSTRAND & DE KALB AVE","AVE","FRINGE MANUF’R NOSTRAND & DE KALB AVE","FRINGE MANUF’R NOSTRAND & DE KALB AVE","FRINGE MANUF’R NOSTRAND & DE KALB AVE","FRINGE MANUF’R NOSTRAND & DE KALB AVE"
"2592",NA,"NOSTRAND & MYRTLE AVE AND N CLASSON DE KALB AVE","AVE","NOSTRAND & MYRTLE AVE AND N CLASSON DE KALB AVE","NOSTRAND & MYRTLE AVE AND N CLASSON DE KALB AVE","NOSTRAND & MYRTLE AVE AND N CLASSON DE KALB AVE","NOSTRAND & MYRTLE AVE AND N CLASSON DE KALB AVE"
"2593",269,"HUDSON AVE","AVE","269 HUDSON AVE","TWO HUNDRED SIXTY-NINE HUDSON AVE","269 HUDSON AVE","TWO HUNDRED SIXTY-NINE HUDSON AVE"
"2594",320,"ATLANTIC","ST","320 ATLANTIC ST","320 ATLANTIC ST","320 ATLANTIC ST","320 ATLANTIC ST"
"2595",NA,"COLUMBIA & STATE","ST","COLUMBIA & STATE ST","COLUMBIA & STATE ST","COLUMBIA & STATE ST","COLUMBIA & STATE ST"
"2596",NA,"SCHERMERHORN & BOERUM","ST","SCHERMERHORN & BOERUM ST","SCHERMERHORN & BOERUM ST","SCHERMERHORN & BOERUM ST","SCHERMERHORN & BOERUM ST"
"2597",NA,"CHARLES & PROSPECT","ST","CHARLES & PROSPECT ST","CHARLES & PROSPECT ST","CHARLES & PROSPECT ST","CHARLES & PROSPECT ST"
"2598",NA,"MYRTLE AVE & NAVY","AVE","MYRTLE AVE & NAVY AVE","MYRTLE AVE & NAVY AVE","MYRTLE AVE & NAVY AVE","MYRTLE AVE & NAVY AVE"
"2599",NA,"CARPENTER THOMAS , PREST KINGS CO MUTUAL INS CO 40 FUB TON H SS PIERREPONT","PIER","CARPENTER THOMAS , PREST KINGS CO MUTUAL INS CO 40 FUB TON H SS PIERREPONT PIER","CARPENTER THOMAS , PREST KINGS CO MUTUAL INS CO 40 FUB TON H SS PIERREPONT PIER","CARPENTER THOMAS , PREST KINGS CO MUTUAL INS CO 40TH FUB TON H SS PIERREPONT PIER","CARPENTER THOMAS , PREST KINGS CO MUTUAL INS CO 40TH FUB TON H SS PIERREPONT PIER"
"2600",54,"BROAD NYH 141 COLUMBIA","ST","54 BROAD NYH 141 COLUMBIA ST","54 BROAD NYH 141 COLUMBIA ST","54 BROAD NYH 141ST COLUMBIA ST","54 BROAD NYH 141ST COLUMBIA ST"
"2601",77,"MAIN","ST","77 MAIN ST","77 MAIN ST","77 MAIN ST","77 MAIN ST"
"2602",206,"JAY","ST","206 JAY ST","206 JAY ST","206 JAY ST","206 JAY ST"
"2603",155,"FURMAN","ST","155 FURMAN ST","155 FURMAN ST","155 FURMAN ST","155 FURMAN ST"
"2604",117,"HIGH","ST","117 HIGH ST","117 HIGH ST","117 HIGH ST","117 HIGH ST"
"2605",117,"HIGH","ST","117 HIGH ST","117 HIGH ST","117 HIGH ST","117 HIGH ST"
"2606",19,"STATE","ST","19 STATE ST","19 STATE ST","19 STATE ST","19 STATE ST"
"2607",12,"HARPER CT JAY","CT","12 HARPER CT JAY CT","12 HARPER CT JAY CT","12 HARPER CT JAY CT","12 HARPER CT JAY CT"
"2608",NA,"HAMILTON AVE & SUMMITT","AVE","HAMILTON AVE & SUMMITT AVE","HAMILTON AVE & SUMMITT AVE","HAMILTON AVE & SUMMITT AVE","HAMILTON AVE & SUMMITT AVE"
"2609",NA,"E WARREN BOND","ST","E WARREN BOND ST","E WARREN BOND ST","E WARREN BOND ST","E WARREN BOND ST"
"2610",NA,"CANTON & TILLARY","ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST","CANTON & TILLARY ST"
"2611",NA,"DEAN & VANDERBILTAVE","AVE","DEAN & VANDERBILTAVE","DEAN & VANDERBILTAVE","DEAN & VANDERBILTAVE","DEAN & VANDERBILTAVE"
"2612",117,"BRG","ST","117 BRG ST","117 BRG ST","117 BRG ST","117 BRG ST"
"2613",64,"FRONT","ST","64 FRONT ST","64 FRONT ST","64 FRONT ST","64 FRONT ST"
"2614",158,"NASSAU","ST","158 NASSAU ST","158 NASSAU ST","158 NASSAU ST","158 NASSAU ST"
"2615",10,"10 HARTS ALY & BRG","ALY","10 10 HARTS ALY & BRG ALY","10 10 HARTS ALY & BRG ALY","10 10TH HARTS ALY & BRG ALY","10 10TH HARTS ALY & BRG ALY"
"2616",NA,"RAYMOND & DE KALB AVE","AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE"
"2617",5,"HUDSON AVE","AVE","5 HUDSON AVE","FIVE HUDSON AVE","5 HUDSON AVE","FIVE HUDSON AVE"
"2618",15,"DEAN","ST","15 DEAN ST","15 DEAN ST","15 DEAN ST","15 DEAN ST"
"2619",NA,"CARLL & WILLOUGHBY","ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST","CARLL & WILLOUGHBY ST"
"2620",235,"WASHINGTON","ST","235 WASHINGTON ST","235 WASHINGTON ST","235 WASHINGTON ST","235 WASHINGTON ST"
"2621",NA,"NYH CT & DOUGLASS","CT","NYH CT & DOUGLASS CT","NYH CT & DOUGLASS CT","NYH CT & DOUGLASS CT","NYH CT & DOUGLASS CT"
"2622",NA,"WIDOW GROCER 179 JAY","ST","WIDOW GROCER 179 JAY ST","WIDOW GROCER 179 JAY ST","WIDOW GROCER 179TH JAY ST","WIDOW GROCER 179TH JAY ST"
"2623",72,"TILLARY","ST","72 TILLARY ST","72 TILLARY ST","72 TILLARY ST","72 TILLARY ST"
"2624",NA,"WATER & BRG","BRG","WATER & BRG","WATER & BRG","WATER & BRG","WATER & BRG"
"2625",11,"JAY","ST","11 JAY ST","11 JAY ST","11 JAY ST","11 JAY ST"
"2626",NA,"JAY & PROSPECT","ST","JAY & PROSPECT ST","JAY & PROSPECT ST","JAY & PROSPECT ST","JAY & PROSPECT ST"
"2627",261,"MARSHALL","ST","261 MARSHALL ST","261 MARSHALL ST","261 MARSHALL ST","261 MARSHALL ST"
"2628",112,"CT","ST","112 CT ST","112 CT ST","112 CT ST","112 CT ST"
"2629",162,"HUDSON AVE","AVE","162 HUDSON AVE","ONE HUNDRED SIXTY-TWO HUDSON AVE","162 HUDSON AVE","ONE HUNDRED SIXTY-TWO HUDSON AVE"
"2630",NA,"","ST",NA,NA,NA,NA
"2631",NA,"BOND & WARREN","ST","BOND & WARREN ST","BOND & WARREN ST","BOND & WARREN ST","BOND & WARREN ST"
"2632",4,"GREEN LN","LN","4 GREEN LN","4 GREEN LN","4 GREEN LN","4 GREEN LN"
"2633",5,"HUDSON AVE","AVE","5 HUDSON AVE","FIVE HUDSON AVE","5 HUDSON AVE","FIVE HUDSON AVE"
"2634",NA,"PARK & VANDERBILT AVE","AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE"
"2635",272,"HICKS","ST","272 HICKS ST","272 HICKS ST","272 HICKS ST","272 HICKS ST"
"2636",248,"GOLD","ST","248 GOLD ST","248 GOLD ST","248 GOLD ST","248 GOLD ST"
"2637",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"2638",135,"TILLARY","ST","135 TILLARY ST","135 TILLARY ST","135 TILLARY ST","135 TILLARY ST"
"2639",NA,"19 & 4 AVE GOWANUS","AVE","19 & 4 AVE GOWANUS AVE","19 & 4 AVE GOWANUS AVE","19TH & 4 AVE GOWANUS AVE","19TH & 4 AVE GOWANUS AVE"
"2640",NA,"FLUSHING AVE & GRAHAM","AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE"
"2641",NA,"TIN COPPER AND SHEET IRON WORKER , 135","ST","TIN COPPER AND SHEET IRON WORKER , 135 ST","TIN COPPER AND SHEET IRON WORKER , 135 ST","TIN COPPER AND SHEET IRON WORKER , 135TH ST","TIN COPPER AND SHEET IRON WORKER , 135TH ST"
"2642",NA,"BUTLER & SMITH","ST","BUTLER & SMITH ST","BUTLER & SMITH ST","BUTLER & SMITH ST","BUTLER & SMITH ST"
"2643",35,"35 NASSAU & WASHINGTON","ST","35 35 NASSAU & WASHINGTON ST","35 35 NASSAU & WASHINGTON ST","35 35TH NASSAU & WASHINGTON ST","35 35TH NASSAU & WASHINGTON ST"
"2644",252,"GOLD","ST","252 GOLD ST","252 GOLD ST","252 GOLD ST","252 GOLD ST"
"2645",80,"DEGRAW","ST","80 DEGRAW ST","80 DEGRAW ST","80 DEGRAW ST","80 DEGRAW ST"
"2646",NA,"N Y H 27S BRG","BRG","N Y H 27S BRG","N Y H 27S BRG","N Y H 27THS BRG","N Y H 27THS BRG"
"2647",47,"PRINCE","ST","47 PRINCE ST","47 PRINCE ST","47 PRINCE ST","47 PRINCE ST"
"2648",NA,"WALL AND PEARL NYH 107 JOHNSON","ST","WALL AND PEARL NYH 107 JOHNSON ST","WALL AND PEARL NYH 107 JOHNSON ST","WALL AND PEARL NYH 107TH JOHNSON ST","WALL AND PEARL NYH 107TH JOHNSON ST"
"2649",6,"TOMPKINS PL","PL","6 TOMPKINS PL","6 TOMPKINS PL","6 TOMPKINS PL","6 TOMPKINS PL"
"2650",41,"DEAN","ST","41 DEAN ST","41 DEAN ST","41 DEAN ST","41 DEAN ST"
"2651",46,"46 COLUMBIA & MIDDAGH","ST","46 46 COLUMBIA & MIDDAGH ST","46 46 COLUMBIA & MIDDAGH ST","46 46TH COLUMBIA & MIDDAGH ST","46 46TH COLUMBIA & MIDDAGH ST"
"2652",59,"CARLTON AVE","AVE","59 CARLTON AVE","FIFTY-NINE CARLTON AVE","59 CARLTON AVE","FIFTY-NINE CARLTON AVE"
"2653",NA,"COLUMBIA & DOUGHTY","ST","COLUMBIA & DOUGHTY ST","COLUMBIA & DOUGHTY ST","COLUMBIA & DOUGHTY ST","COLUMBIA & DOUGHTY ST"
"2654",55,"WILLOW","ST","55 WILLOW ST","55 WILLOW ST","55 WILLOW ST","55 WILLOW ST"
"2655",107,"ATLANTIC","ST","107 ATLANTIC ST","107 ATLANTIC ST","107 ATLANTIC ST","107 ATLANTIC ST"
"2656",111,"HICKS","ST","111 HICKS ST","111 HICKS ST","111 HICKS ST","111 HICKS ST"
"2657",230,"YVATER","ST","230 YVATER ST","230 YVATER ST","230 YVATER ST","230 YVATER ST"
"2658",55,"WILLOW","ST","55 WILLOW ST","55 WILLOW ST","55 WILLOW ST","55 WILLOW ST"
"2659",111,"FRONT NYH 209 PEARL","ST","111 FRONT NYH 209 PEARL ST","111 FRONT NYH 209 PEARL ST","111 FRONT NYH 209TH PEARL ST","111 FRONT NYH 209TH PEARL ST"
"2660",37,"STATE","ST","37 STATE ST","37 STATE ST","37 STATE ST","37 STATE ST"
"2661",NA,"N Y H 36 PROSPECT","ST","N Y H 36 PROSPECT ST","N Y H 36 PROSPECT ST","N Y H 36TH PROSPECT ST","N Y H 36TH PROSPECT ST"
"2662",81,"HENRY","ST","81 HENRY ST","81 HENRY ST","81 HENRY ST","81 HENRY ST"
"2663",46,"46 FURMAN & DOUGHTY","ST","46 46 FURMAN & DOUGHTY ST","46 46 FURMAN & DOUGHTY ST","46 46TH FURMAN & DOUGHTY ST","46 46TH FURMAN & DOUGHTY ST"
"2664",254,"ATLANTIC","ST","254 ATLANTIC ST","254 ATLANTIC ST","254 ATLANTIC ST","254 ATLANTIC ST"
"2665",89,"FULTON","ST","89 FULTON ST","89 FULTON ST","89 FULTON ST","89 FULTON ST"
"2666",NA,"HUDSON AVE & LAFAYETTE","AVE","HUDSON AVE & LAFAYETTE AVE","HUDSON AVE & LAFAYETTE AVE","HUDSON AVE & LAFAYETTE AVE","HUDSON AVE & LAFAYETTE AVE"
"2667",NA,"KENT & FLUSHING AVE","AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE"
"2668",84,"DUFFIELD","ST","84 DUFFIELD ST","84 DUFFIELD ST","84 DUFFIELD ST","84 DUFFIELD ST"
"2669",90,"N PINE Y S H LIBERTY","ST","90 N PINE Y S H LIBERTY ST","90 N PINE Y S H LIBERTY ST","90 N PINE Y S H LIBERTY ST","90 N PINE Y S H LIBERTY ST"
"2670",NA,"3S HUDSON AVE","AVE","3S HUDSON AVE","3S HUDSON AVE","3RDS HUDSON AVE","3RDS HUDSON AVE"
"2671",NA,"AMITY & COLUMBIA","ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST","AMITY & COLUMBIA ST"
"2672",256,"HUDSON AVE","AVE","256 HUDSON AVE","TWO HUNDRED FIFTY-SIX HUDSON AVE","256 HUDSON AVE","TWO HUNDRED FIFTY-SIX HUDSON AVE"
"2673",245,"N PEARL Y H 153 YVASHINGTON","ST","245 N PEARL Y H 153 YVASHINGTON ST","245 N PEARL Y H 153 YVASHINGTON ST","245 N PEARL Y H 153RD YVASHINGTON ST","245 N PEARL Y H 153RD YVASHINGTON ST"
"2674",201,"BRG","ST","201 BRG ST","201 BRG ST","201 BRG ST","201 BRG ST"
"2675",NA,"NAVY & YVILLOUGHBY","ST","NAVY & YVILLOUGHBY ST","NAVY & YVILLOUGHBY ST","NAVY & YVILLOUGHBY ST","NAVY & YVILLOUGHBY ST"
"2676",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"2677",265,"WASHINGTON","ST","265 WASHINGTON ST","265 WASHINGTON ST","265 WASHINGTON ST","265 WASHINGTON ST"
"2678",228,"GOLD","ST","228 GOLD ST","228 GOLD ST","228 GOLD ST","228 GOLD ST"
"2679",198,"TILLARY","ST","198 TILLARY ST","198 TILLARY ST","198 TILLARY ST","198 TILLARY ST"
"2680",1,"KELSEYS ALY","ALY","1 KELSEYS ALY","1 KELSEYS ALY","1 KELSEYS ALY","1 KELSEYS ALY"
"2681",121,"CT","ST","121 CT ST","121 CT ST","121 CT ST","121 CT ST"
"2682",31,"31 MYRTLE AVE & PEARL","AVE","31 31 MYRTLE AVE & PEARL AVE","THIRTY-ONE 31 MYRTLE AVE & PEARL AVE","31 31ST MYRTLE AVE & PEARL AVE","THIRTY-ONE 31ST MYRTLE AVE & PEARL AVE"
"2683",59,"59 PACIFIC & BOERUM","ST","59 59 PACIFIC & BOERUM ST","59 59 PACIFIC & BOERUM ST","59 59TH PACIFIC & BOERUM ST","59 59TH PACIFIC & BOERUM ST"
"2684",222,"JAY","ST","222 JAY ST","222 JAY ST","222 JAY ST","222 JAY ST"
"2685",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"2686",126,"TILLARY","ST","126 TILLARY ST","126 TILLARY ST","126 TILLARY ST","126 TILLARY ST"
"2687",77,"HODSON AVE","AVE","77 HODSON AVE","SEVENTY-SEVEN HODSON AVE","77 HODSON AVE","SEVENTY-SEVEN HODSON AVE"
"2688",NA,"TILLARY & STANTON","ST","TILLARY & STANTON ST","TILLARY & STANTON ST","TILLARY & STANTON ST","TILLARY & STANTON ST"
"2689",33,"HUDSON AVE","AVE","33 HUDSON AVE","THIRTY-THREE HUDSON AVE","33 HUDSON AVE","THIRTY-THREE HUDSON AVE"
"2690",6,"AND 11","ST","6 AND 11 ST","6 AND 11 ST","6 AND 11TH ST","6 AND 11TH ST"
"2691",NA,"NAVY & TILLARY","ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST","NAVY & TILLARY ST"
"2692",171,"171 CARLL & WILLOUGHBY","ST","171 171 CARLL & WILLOUGHBY ST","171 171 CARLL & WILLOUGHBY ST","171 171ST CARLL & WILLOUGHBY ST","171 171ST CARLL & WILLOUGHBY ST"
"2693",NA,"LAFAYETTE & HUDSON AVE","AVE","LAFAYETTE & HUDSON AVE","LAFAYETTE & HUDSON AVE","LAFAYETTE & HUDSON AVE","LAFAYETTE & HUDSON AVE"
"2694",NA,"COLUMBIA & PRESIDENT","ST","COLUMBIA & PRESIDENT ST","COLUMBIA & PRESIDENT ST","COLUMBIA & PRESIDENT ST","COLUMBIA & PRESIDENT ST"
"2695",155,"JAY","ST","155 JAY ST","155 JAY ST","155 JAY ST","155 JAY ST"
"2696",34,"HICKS","ST","34 HICKS ST","34 HICKS ST","34 HICKS ST","34 HICKS ST"
"2697",147,"GOLD","ST","147 GOLD ST","147 GOLD ST","147 GOLD ST","147 GOLD ST"
"2698",NA,"3D AVE & 23D GOWANUS","AVE","3D AVE & 23D GOWANUS AVE","3D AVE & 23D GOWANUS AVE","3RDD AVE & 23D GOWANUS AVE","3RDD AVE & 23D GOWANUS AVE"
"2699",30,"CHAPEL","ST","30 CHAPEL ST","30 CHAPEL ST","30 CHAPEL ST","30 CHAPEL ST"
"2700",NA,"1U5 FRONT NYH 178 ADAMS","ST","1U5 FRONT NYH 178 ADAMS ST","1U5 FRONT NYH 178 ADAMS ST","1STU5 FRONT NYH 178 ADAMS ST","1STU5 FRONT NYH 178 ADAMS ST"
"2701",NA,"JAMAICA RD & ATLANTIC","ST","JAMAICA RD & ATLANTIC ST","JAMAICA RD & ATLANTIC ST","JAMAICA RD & ATLANTIC ST","JAMAICA RD & ATLANTIC ST"
"2702",61,"TILLARY CORNER PEARL","ST","61 TILLARY CORNER PEARL ST","61 TILLARY CORNER PEARL ST","61 TILLARY CORNER PEARL ST","61 TILLARY CORNER PEARL ST"
"2703",167,"BRG","ST","167 BRG ST","167 BRG ST","167 BRG ST","167 BRG ST"
"2704",128,"NASSAU","ST","128 NASSAU ST","128 NASSAU ST","128 NASSAU ST","128 NASSAU ST"
"2705",9,"CHAPEL","ST","9 CHAPEL ST","9 CHAPEL ST","9 CHAPEL ST","9 CHAPEL ST"
"2706",7,"CHAPEL","ST","7 CHAPEL ST","7 CHAPEL ST","7 CHAPEL ST","7 CHAPEL ST"
"2707",81,"CONCORD","ST","81 CONCORD ST","81 CONCORD ST","81 CONCORD ST","81 CONCORD ST"
"2708",NA,"BRG RD AND 3D AVE GOWANUS","AVE","BRG RD AND 3D AVE GOWANUS AVE","BRG RD AND 3D AVE GOWANUS AVE","BRG RD AND 3RDD AVE GOWANUS AVE","BRG RD AND 3RDD AVE GOWANUS AVE"
"2709",NA,"","ST",NA,NA,NA,NA
"2710",111,"GOLD","ST","111 GOLD ST","111 GOLD ST","111 GOLD ST","111 GOLD ST"
"2711",70,"PRINCE","ST","70 PRINCE ST","70 PRINCE ST","70 PRINCE ST","70 PRINCE ST"
"2712",NA,"ATLANTIC AVE & HAMPDEN","AVE","ATLANTIC AVE & HAMPDEN AVE","ATLANTIC AVE & HAMPDEN AVE","ATLANTIC AVE & HAMPDEN AVE","ATLANTIC AVE & HAMPDEN AVE"
"2713",87,"N FRONT Y H 65 CRANBERRY","ST","87 N FRONT Y H 65 CRANBERRY ST","87 N FRONT Y H 65 CRANBERRY ST","87 N FRONT Y H 65TH CRANBERRY ST","87 N FRONT Y H 65TH CRANBERRY ST"
"2714",95,"PEARL","ST","95 PEARL ST","95 PEARL ST","95 PEARL ST","95 PEARL ST"
"2715",24,"HUDSON AVE","AVE","24 HUDSON AVE","TWENTY-FOUR HUDSON AVE","24 HUDSON AVE","TWENTY-FOUR HUDSON AVE"
"2716",120,"FULTON H 72 PROSPER","ST","120 FULTON H 72 PROSPER ST","120 FULTON H 72 PROSPER ST","120 FULTON H 72ND PROSPER ST","120 FULTON H 72ND PROSPER ST"
"2717",120,"FULTON","ST","120 FULTON ST","120 FULTON ST","120 FULTON ST","120 FULTON ST"
"2718",NA,"","ST",NA,NA,NA,NA
"2719",14,"PINE NYH 395 ATLANTIC","ST","14 PINE NYH 395 ATLANTIC ST","14 PINE NYH 395 ATLANTIC ST","14 PINE NYH 395TH ATLANTIC ST","14 PINE NYH 395TH ATLANTIC ST"
"2720",NA,"DEPUTY NAVAL OFFICER PORT OF , N Y 180 ATLANTIC","ST","DEPUTY NAVAL OFFICER PORT OF , N Y 180 ATLANTIC ST","DEPUTY NAVAL OFFICER PORT OF , N Y 180 ATLANTIC ST","DEPUTY NAVAL OFFICER PORT OF , N Y 180TH ATLANTIC ST","DEPUTY NAVAL OFFICER PORT OF , N Y 180TH ATLANTIC ST"
"2721",37,"FULTON AND FLUSHING C KENT AVE H 60 WILLOUGHBY","AVE","37 FULTON AND FLUSHING C KENT AVE H 60 WILLOUGHBY AVE","THIRTY-SEVEN FULTON AND FLUSHING C KENT AVE H 60 WILLOUGHBY AVE","37 FULTON AND FLUSHING C KENT AVE H 60TH WILLOUGHBY AVE","THIRTY-SEVEN FULTON AND FLUSHING C KENT AVE H 60TH WILLOUGHBY AVE"
"2722",NA,"CT & DOUGLASS","ST","CT & DOUGLASS ST","CT & DOUGLASS ST","CT & DOUGLASS ST","CT & DOUGLASS ST"
"2723",1,"N HALL Y H 33 BERGEN","ST","1 N HALL Y H 33 BERGEN ST","1 N HALL Y H 33 BERGEN ST","1 N HALL Y H 33RD BERGEN ST","1 N HALL Y H 33RD BERGEN ST"
"2724",115,"CONCORD","ST","115 CONCORD ST","115 CONCORD ST","115 CONCORD ST","115 CONCORD ST"
"2725",6,"HARTTS ALY","ALY","6 HARTTS ALY","6 HARTTS ALY","6 HARTTS ALY","6 HARTTS ALY"
"2726",237,"ADAMS","ST","237 ADAMS ST","237 ADAMS ST","237 ADAMS ST","237 ADAMS ST"
"2727",13,"ATLANTIC H 68","ST","13 ATLANTIC H 68 ST","13 ATLANTIC H 68 ST","13 ATLANTIC H 68TH ST","13 ATLANTIC H 68TH ST"
"2728",NA,", HICKS & SACKETT","ST",", HICKS & SACKETT ST",", HICKS & SACKETT ST",", HICKS & SACKETT ST",", HICKS & SACKETT ST"
"2729",16,"STATE","ST","16 STATE ST","16 STATE ST","16 STATE ST","16 STATE ST"
"2730",99,"GOLD","ST","99 GOLD ST","99 GOLD ST","99 GOLD ST","99 GOLD ST"
"2731",NA,"HICKS B UNION AND SACKETT","ST","HICKS B UNION AND SACKETT ST","HICKS B UNION AND SACKETT ST","HICKS B UNION AND SACKETT ST","HICKS B UNION AND SACKETT ST"
"2732",NA,"FULTON & PEARL","ST","FULTON & PEARL ST","FULTON & PEARL ST","FULTON & PEARL ST","FULTON & PEARL ST"
"2733",NA,"FULTON & PEARL","ST","FULTON & PEARL ST","FULTON & PEARL ST","FULTON & PEARL ST","FULTON & PEARL ST"
"2734",NA,"NUTRIA ALY & PEARL","ALY","NUTRIA ALY & PEARL ALY","NUTRIA ALY & PEARL ALY","NUTRIA ALY & PEARL ALY","NUTRIA ALY & PEARL ALY"
"2735",NA,"FULTON FERRY H 26 FRONT","ST","FULTON FERRY H 26 FRONT ST","FULTON FERRY H 26 FRONT ST","FULTON FERRY H 26TH FRONT ST","FULTON FERRY H 26TH FRONT ST"
"2736",NA,"JAY C PROSPECT H 129 PROSPECT","ST","JAY C PROSPECT H 129 PROSPECT ST","JAY C PROSPECT H 129 PROSPECT ST","JAY C PROSPECT H 129TH PROSPECT ST","JAY C PROSPECT H 129TH PROSPECT ST"
"2737",208,"CLINTON AVE & N BEDFORD RD","AVE","208 CLINTON AVE & N BEDFORD RD AVE","TWO HUNDRED EIGHT CLINTON AVE & N BEDFORD RD AVE","208 CLINTON AVE & N BEDFORD RD AVE","TWO HUNDRED EIGHT CLINTON AVE & N BEDFORD RD AVE"
"2738",NA,"FLUSHING & CLASSON AVE","AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE","FLUSHING & CLASSON AVE"
"2739",NA,"WAVERLY ATLANTIC & FURMAN","AVE","WAVERLY ATLANTIC & FURMAN AVE","WAVERLY ATLANTIC & FURMAN AVE","WAVERLY ATLANTIC & FURMAN AVE","WAVERLY ATLANTIC & FURMAN AVE"
"2740",NA,"SMITH & SACKETT","ST","SMITH & SACKETT ST","SMITH & SACKETT ST","SMITH & SACKETT ST","SMITH & SACKETT ST"
