"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"656",NA,"TON","ST","TON ST","TON ST","TON ST","TON ST"
"657",25,"AVE H","AVE","25 AVE H AVE","TWENTY-FIVE AVE H AVE","25 AVE H AVE","TWENTY-FIVE AVE H AVE"
"658",NA,"POTTSVILLE","ST","POTTSVILLE ST","POTTSVILLE ST","POTTSVILLE ST","POTTSVILLE ST"
"659",NA,"H. S. BKLYN","ST","H. S. BKLYN ST","H. S. BKLYN ST","H. S. BKLYN ST","H. S. BKLYN ST"
"660",NA,"FRENCHS","ST","FRENCHS ST","FRENCHS ST","FRENCHS ST","FRENCHS ST"
"661",NA,"NLSL.","ST","NLSL. ST","NLSL. ST","NLSL. ST","NLSL. ST"
"662",NA,"H EARLES","ST","H EARLES ST","H EARLES ST","H EARLES ST","H EARLES ST"
"663",NA,"H. WESTCHESTER","ST","H. WESTCHESTER ST","H. WESTCHESTER ST","H. WESTCHESTER ST","H. WESTCHESTER ST"
"664",NA,"135","ST","135 ST","135 ST","135TH ST","135TH ST"
"665",NA,"EUROPE","ST","EUROPE ST","EUROPE ST","EUROPE ST","EUROPE ST"
"666",NA,"H.  DE PARIS","ST","H.  DE PARIS ST","H.  DE PARIS ST","H.  DE PARIS ST","H.  DE PARIS ST"
"667",34,"AVE H","AVE","34 AVE H AVE","THIRTY-FOUR AVE H AVE","34 AVE H AVE","THIRTY-FOUR AVE H AVE"
"668",24,"AVE H","AVE","24 AVE H AVE","TWENTY-FOUR AVE H AVE","24 AVE H AVE","TWENTY-FOUR AVE H AVE"
"669",309,"AVE H","AVE","309 AVE H AVE","THREE HUNDRED NINE AVE H AVE","309 AVE H AVE","THREE HUNDRED NINE AVE H AVE"
"670",NA,"157 B.WAY,H. BKLYN","ST","157 B.WAY,H. BKLYN ST","157 B.WAY,H. BKLYN ST","157TH B.WAY,H. BKLYN ST","157TH B.WAY,H. BKLYN ST"
"671",37,"AVE H","AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE"
"672",37,"AVE H","AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE"
"673",NA,"G.WICH","ST","G.WICH ST","G.WICH ST","G.WICH ST","G.WICH ST"
"674",NA,"MADISON AVE & E 28","AVE","MADISON AVE & E 28 AVE","MADISON AVE & E 28 AVE","MADISON AVE & E 28TH AVE","MADISON AVE & E 28TH AVE"
"675",NA,"LEXINGTON AVE & E 32","AVE","LEXINGTON AVE & E 32 AVE","LEXINGTON AVE & E 32 AVE","LEXINGTON AVE & E 32ND AVE","LEXINGTON AVE & E 32ND AVE"
"676",NA,"BROADWAY , & E 29","AVE","BROADWAY , & E 29 AVE","BROADWAY , & E 29 AVE","BROADWAY , & E 29TH AVE","BROADWAY , & E 29TH AVE"
"677",NA,"STANTON & LEWIS","ST","STANTON & LEWIS ST","STANTON & LEWIS ST","STANTON & LEWIS ST","STANTON & LEWIS ST"
"678",NA,"JAY & SANDS BROOKLYN","ST","JAY & SANDS BROOKLYN ST","JAY & SANDS BROOKLYN ST","JAY & SANDS BROOKLYN ST","JAY & SANDS BROOKLYN ST"
"679",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"680",23,"AVE H","AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE"
"681",40,"8","ST","40 8 ST","40 8 ST","40 8TH ST","40 8TH ST"
"682",NA,"389","ST","389 ST","389 ST","389TH ST","389TH ST"
"683",29,"AVE H","AVE","29 AVE H AVE","TWENTY-NINE AVE H AVE","29 AVE H AVE","TWENTY-NINE AVE H AVE"
"684",NA,"CARLTON","ST","CARLTON ST","CARLTON ST","CARLTON ST","CARLTON ST"
"685",NA,"ECT","ST","ECT ST","ECT ST","ECT ST","ECT ST"
"686",36,"AVE H","AVE","36 AVE H AVE","THIRTY-SIX AVE H AVE","36 AVE H AVE","THIRTY-SIX AVE H AVE"
"687",25,"AVE H","AVE","25 AVE H AVE","TWENTY-FIVE AVE H AVE","25 AVE H AVE","TWENTY-FIVE AVE H AVE"
"688",223,"G.WICH","ST","223 G.WICH ST","223 G.WICH ST","223 G.WICH ST","223 G.WICH ST"
"689",NA,"H H 23DEY","ST","H H 23DEY ST","H H 23DEY ST","H H 23RDDEY ST","H H 23RDDEY ST"
"690",30,"AVE H","AVE","30 AVE H AVE","THIRTY AVE H AVE","30 AVE H AVE","THIRTY AVE H AVE"
"691",NA,"MADISON AVE & E 27","AVE","MADISON AVE & E 27 AVE","MADISON AVE & E 27 AVE","MADISON AVE & E 27TH AVE","MADISON AVE & E 27TH AVE"
"692",NA,"Ã¢ÂÂ","ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST"
"693",NA,"WLMS","ST","WLMS ST","WLMS ST","WLMS ST","WLMS ST"
"694",NA,"YONKERS","ST","YONKERS ST","YONKERS ST","YONKERS ST","YONKERS ST"
"695",NA,"1 & E 19, AVE H H 1 E C 19","AVE","1 & E 19, AVE H H 1 E C 19 AVE","1 & E 19, AVE H H 1 E C 19 AVE","1ST & E 19, AVE H H 1 E C 19 AVE","1ST & E 19, AVE H H 1 E C 19 AVE"
"696",28,"LEXINGTON","ST","28 LEXINGTON ST","28 LEXINGTON ST","28 LEXINGTON ST","28 LEXINGTON ST"
"697",443,"R G.WICH","ST","443 R G.WICH ST","443 R G.WICH ST","443 R G.WICH ST","443 R G.WICH ST"
"698",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"699",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"700",NA,"WESTERN","ST","WESTERN ST","WESTERN ST","WESTERN ST","WESTERN ST"
"701",NA,"W 22 & N. R.","ST","W 22 & N. R. ST","W 22 & N. R. ST","W 22ND & N. R. ST","W 22ND & N. R. ST"
"702",NA,"FORT WGN.","ST","FORT WGN. ST","FORT WGN. ST","FORT WGN. ST","FORT WGN. ST"
"703",NA,"BROADWAY & E 21","AVE","BROADWAY & E 21 AVE","BROADWAY & E 21 AVE","BROADWAY & E 21ST AVE","BROADWAY & E 21ST AVE"
"704",85,"LAIGHT","ST","85 LAIGHT ST","85 LAIGHT ST","85 LAIGHT ST","85 LAIGHT ST"
"705",NA,"NORFOLK & DELANCEY","ST","NORFOLK & DELANCEY ST","NORFOLK & DELANCEY ST","NORFOLK & DELANCEY ST","NORFOLK & DELANCEY ST"
"706",19,"AVE H","AVE","19 AVE H AVE","NINETEEN AVE H AVE","19 AVE H AVE","NINETEEN AVE H AVE"
"707",28,"AVE H","AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE"
"708",28,"AVE H","AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE"
"709",NA,"LIVINGSTON & BOND , BROOKLYN","ST","LIVINGSTON & BOND , BROOKLYN ST","LIVINGSTON & BOND , BROOKLYN ST","LIVINGSTON & BOND , BROOKLYN ST","LIVINGSTON & BOND , BROOKLYN ST"
"710",35,"AVE H","AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE"
"711",28,"AVE H","AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE"
"712",23,"AVE H","AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE"
"713",NA,"NG.","ST","NG. ST","NG. ST","NG. ST","NG. ST"
"714",254,"AVE H","AVE","254 AVE H AVE","TWO HUNDRED FIFTY-FOUR AVE H AVE","254 AVE H AVE","TWO HUNDRED FIFTY-FOUR AVE H AVE"
"715",NA,"SSN","ST","SSN ST","SSN ST","SSN ST","SSN ST"
"716",NA,"N LSLND","ST","N LSLND ST","N LSLND ST","N LSLND ST","N LSLND ST"
"717",23,"AVE H","AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE"
"718",NA,", L. I","ST",", L. I ST",", L. I ST",", L. I ST",", L. I ST"
"719",NA,"BROADWAY & W 38","AVE","BROADWAY & W 38 AVE","BROADWAY & W 38 AVE","BROADWAY & W 38TH AVE","BROADWAY & W 38TH AVE"
"720",32,"4","ST","32 4 ST","32 4 ST","32 4TH ST","32 4TH ST"
"721",NA,"470 N BROADWAY GRAND,H.","AVE","470 N BROADWAY GRAND,H. AVE","470 N BROADWAY GRAND,H. AVE","470TH N BROADWAY GRAND,H. AVE","470TH N BROADWAY GRAND,H. AVE"
"722",NA,"N. Y.","ST","N. Y. ST","N. Y. ST","N. Y. ST","N. Y. ST"
"723",NA,"3 & AVE H 1","AVE","3 & AVE H 1 AVE","3 & AVE H 1 AVE","3RD & AVE H 1 AVE","3RD & AVE H 1 AVE"
"724",NA,"BROADWAY & W 40","AVE","BROADWAY & W 40 AVE","BROADWAY & W 40 AVE","BROADWAY & W 40TH AVE","BROADWAY & W 40TH AVE"
"725",250,"W 20","ST","250 W 20 ST","250 W 20 ST","250 W 20TH ST","250 W 20TH ST"
"726",NA,"ASTOR","ST","ASTOR ST","ASTOR ST","ASTOR ST","ASTOR ST"
"727",33,"AVE H","AVE","33 AVE H AVE","THIRTY-THREE AVE H AVE","33 AVE H AVE","THIRTY-THREE AVE H AVE"
"728",28,"AVE H","AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE"
"729",NA,"HAVEN  , CT.","CT","HAVEN  , CT. CT","HAVEN  , CT. CT","HAVEN  , CT. CT","HAVEN  , CT. CT"
"730",NA,"BALTIC & HENRY BROOKLYN","ST","BALTIC & HENRY BROOKLYN ST","BALTIC & HENRY BROOKLYN ST","BALTIC & HENRY BROOKLYN ST","BALTIC & HENRY BROOKLYN ST"
"731",36,"AVE H","AVE","36 AVE H AVE","THIRTY-SIX AVE H AVE","36 AVE H AVE","THIRTY-SIX AVE H AVE"
"732",NA,"WMS","ST","WMS ST","WMS ST","WMS ST","WMS ST"
"733",NA,"WOOSTER & PRINCE 50 *","ST","WOOSTER & PRINCE 50 * ST","WOOSTER & PRINCE 50 * ST","WOOSTER & PRINCE 50TH * ST","WOOSTER & PRINCE 50TH * ST"
"734",NA,"E 2IW & AVE H 3","AVE","E 2IW & AVE H 3 AVE","E 2IW & AVE H 3 AVE","E 2NDIW & AVE H 3 AVE","E 2NDIW & AVE H 3 AVE"
"735",NA,"TJI","ST","TJI ST","TJI ST","TJI ST","TJI ST"
"736",34,"AVE H","AVE","34 AVE H AVE","THIRTY-FOUR AVE H AVE","34 AVE H AVE","THIRTY-FOUR AVE H AVE"
"737",NA,"CLINTON & HARRISON , BROOKLYN","ST","CLINTON & HARRISON , BROOKLYN ST","CLINTON & HARRISON , BROOKLYN ST","CLINTON & HARRISON , BROOKLYN ST","CLINTON & HARRISON , BROOKLYN ST"
"738",NA,"BULLS","ST","BULLS ST","BULLS ST","BULLS ST","BULLS ST"
"739",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"740",31,"BROADWAY","AVE","31 BROADWAY AVE","THIRTY-ONE BROADWAY AVE","31 BROADWAY AVE","THIRTY-ONE BROADWAY AVE"
"741",35,"AVE H","AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE"
"742",37,"AVE H","AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE"
"743",37,"AVE H","AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE","37 AVE H AVE","THIRTY-SEVEN AVE H AVE"
"744",NA,"H H 14LISPENARD","ST","H H 14LISPENARD ST","H H 14LISPENARD ST","H H 14THLISPENARD ST","H H 14THLISPENARD ST"
"745",NA,"CALIFORNIA","ST","CALIFORNIA ST","CALIFORNIA ST","CALIFORNIA ST","CALIFORNIA ST"
"746",NA,"W R 35 & AVE H 8","AVE","W R 35 & AVE H 8 AVE","W R 35 & AVE H 8 AVE","W R 35TH & AVE H 8 AVE","W R 35TH & AVE H 8 AVE"
"747",NA,"PVAVENSWOED","AVE","PVAVENSWOED AVE","PVAVENSWOED AVE","PVAVENSWOED AVE","PVAVENSWOED AVE"
"748",24,"AVE H","AVE","24 AVE H AVE","TWENTY-FOUR AVE H AVE","24 AVE H AVE","TWENTY-FOUR AVE H AVE"
"749",NA,"Ã¢ÂÂ BCKER","ST","Ã¢ÂÂ BCKER ST","Ã¢ÂÂ BCKER ST","Ã¢ÂÂ BCKER ST","Ã¢ÂÂ BCKER ST"
"750",NA,"Ã¢ÂÂ","ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST"
"751",NA,"MOTT & PRINCE","ST","MOTT & PRINCE ST","MOTT & PRINCE ST","MOTT & PRINCE ST","MOTT & PRINCE ST"
"752",NA,"FIH & AVE. C","AVE","FIH & AVE. C AVE","FIH & AVE. C AVE","FIH & AVE. C AVE","FIH & AVE. C AVE"
"753",48,"AVE H","AVE","48 AVE H AVE","FORTY-EIGHT AVE H AVE","48 AVE H AVE","FORTY-EIGHT AVE H AVE"
"754",43,"AVE H","AVE","43 AVE H AVE","FORTY-THREE AVE H AVE","43 AVE H AVE","FORTY-THREE AVE H AVE"
"755",33,"LEXINGTON","ST","33 LEXINGTON ST","33 LEXINGTON ST","33 LEXINGTON ST","33 LEXINGTON ST"
"756",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"757",8,"UMVERSLTY PL. AND TH","PL","8 UMVERSLTY PL. AND TH PL","8 UMVERSLTY PL. AND TH PL","8 UMVERSLTY PL. AND TH PL","8 UMVERSLTY PL. AND TH PL"
"758",NA,"7, W H 21 & AVE , H 7","AVE","7, W H 21 & AVE , H 7 AVE","7, W H 21 & AVE , H 7 AVE","7TH, W H 21 & AVE , H 7 AVE","7TH, W H 21 & AVE , H 7 AVE"
"759",NA,"W 35 & B.WAY","ST","W 35 & B.WAY ST","W 35 & B.WAY ST","W 35TH & B.WAY ST","W 35TH & B.WAY ST"
"760",27,"AVE H","AVE","27 AVE H AVE","TWENTY-SEVEN AVE H AVE","27 AVE H AVE","TWENTY-SEVEN AVE H AVE"
"761",29,"6","ST","29 6 ST","29 6 ST","29 6TH ST","29 6TH ST"
"762",36,"AVE H","AVE","36 AVE H AVE","THIRTY-SIX AVE H AVE","36 AVE H AVE","THIRTY-SIX AVE H AVE"
"763",23,"AVE H","AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE","23 AVE H AVE","TWENTY-THREE AVE H AVE"
"764",NA,"H. HL CLINTON PL","PL","H. HL CLINTON PL","H. HL CLINTON PL","H. HL CLINTON PL","H. HL CLINTON PL"
"765",NA,"N I.","ST","N I. ST","N I. ST","N I. ST","N I. ST"
"766",NA,"N ISL","ST","N ISL ST","N ISL ST","N ISL ST","N ISL ST"
"767",NA,"H. WESTCHESTER CO","ST","H. WESTCHESTER CO ST","H. WESTCHESTER CO ST","H. WESTCHESTER CO ST","H. WESTCHESTER CO ST"
"768",NA,"H PEARL .","ST","H PEARL . ST","H PEARL . ST","H PEARL . ST","H PEARL . ST"
"769",NA,"JUDSONS H","ST","JUDSONS H ST","JUDSONS H ST","JUDSONS H ST","JUDSONS H ST"
"770",NA,"ENGLAND","ST","ENGLAND ST","ENGLAND ST","ENGLAND ST","ENGLAND ST"
"771",NA,"HARLEM","ST","HARLEM ST","HARLEM ST","HARLEM ST","HARLEM ST"
"772",NA,"WOODSTK","ST","WOODSTK ST","WOODSTK ST","WOODSTK ST","WOODSTK ST"
"773",30,"AVE H","AVE","30 AVE H AVE","THIRTY AVE H AVE","30 AVE H AVE","THIRTY AVE H AVE"
"774",NA,", L. I.","ST",", L. I. ST",", L. I. ST",", L. I. ST",", L. I. ST"
"775",NA,"8 , & AVE. C","AVE","8 , & AVE. C AVE","8 , & AVE. C AVE","8TH , & AVE. C AVE","8TH , & AVE. C AVE"
"776",28,"AVE H","AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE","28 AVE H AVE","TWENTY-EIGHT AVE H AVE"
"777",NA,"AVE. C & 9","AVE","AVE. C & 9 AVE","AVE. C & 9 AVE","AVE. C & 9TH AVE","AVE. C & 9TH AVE"
"778",26,"AVE H","AVE","26 AVE H AVE","TWENTY-SIX AVE H AVE","26 AVE H AVE","TWENTY-SIX AVE H AVE"
"779",25,"AVE H","AVE","25 AVE H AVE","TWENTY-FIVE AVE H AVE","25 AVE H AVE","TWENTY-FIVE AVE H AVE"
"780",NA,"70 AND 72 FULTON,H.","ST","70 AND 72 FULTON,H. ST","70 AND 72 FULTON,H. ST","70TH AND 72 FULTON,H. ST","70TH AND 72 FULTON,H. ST"
"781",NA,"23 GOLD AND 1 JOHN,H. CLINTON","ST","23 GOLD AND 1 JOHN,H. CLINTON ST","23 GOLD AND 1 JOHN,H. CLINTON ST","23RD GOLD AND 1 JOHN,H. CLINTON ST","23RD GOLD AND 1 JOHN,H. CLINTON ST"
"782",NA,"E R 31 & AVE H 4","AVE","E R 31 & AVE H 4 AVE","E R 31 & AVE H 4 AVE","E R 31ST & AVE H 4 AVE","E R 31ST & AVE H 4 AVE"
"783",NA,"UNION & CLINTON , BROOKLYN","ST","UNION & CLINTON , BROOKLYN ST","UNION & CLINTON , BROOKLYN ST","UNION & CLINTON , BROOKLYN ST","UNION & CLINTON , BROOKLYN ST"
"784",NA,"STATE & BOND , BROOKLYN","ST","STATE & BOND , BROOKLYN ST","STATE & BOND , BROOKLYN ST","STATE & BOND , BROOKLYN ST","STATE & BOND , BROOKLYN ST"
"785",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"786",NA,"NE 26","ST","NE 26 ST","NE 26 ST","NE 26TH ST","NE 26TH ST"
"787",NA,"Ã¢ÂÂ","ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST","Ã¢ÂÂ ST"
"788",40,"BROADWAY","AVE","40 BROADWAY AVE","FORTY BROADWAY AVE","40 BROADWAY AVE","FORTY BROADWAY AVE"
"789",NA,"JUDSONS HOTL","ST","JUDSONS HOTL ST","JUDSONS HOTL ST","JUDSONS HOTL ST","JUDSONS HOTL ST"
"790",NA,"WILHAMSBURG","ST","WILHAMSBURG ST","WILHAMSBURG ST","WILHAMSBURG ST","WILHAMSBURG ST"
"791",13,"R35","ST","13 R35 ST","13 R35 ST","13 R35TH ST","13 R35TH ST"
"792",32,"AVE H","AVE","32 AVE H AVE","THIRTY-TWO AVE H AVE","32 AVE H AVE","THIRTY-TWO AVE H AVE"
"793",NA,"W R 35 & B.WAY","ST","W R 35 & B.WAY ST","W R 35 & B.WAY ST","W R 35TH & B.WAY ST","W R 35TH & B.WAY ST"
"794",NA,"W 35 & B.WAY","ST","W 35 & B.WAY ST","W 35 & B.WAY ST","W 35TH & B.WAY ST","W 35TH & B.WAY ST"
"795",NA,"Ã¢ÂÂ  , BRKLYN","ST","Ã¢ÂÂ  , BRKLYN ST","Ã¢ÂÂ  , BRKLYN ST","Ã¢ÂÂ  , BRKLYN ST","Ã¢ÂÂ  , BRKLYN ST"
"796",NA,"BURG","ST","BURG ST","BURG ST","BURG ST","BURG ST"
"797",25,"AVE N 1","AVE","25 AVE N 1 AVE","TWENTY-FIVE AVE N 1 AVE","25 AVE N 1ST AVE","TWENTY-FIVE AVE N 1ST AVE"
"798",NA,"HARLEM","ST","HARLEM ST","HARLEM ST","HARLEM ST","HARLEM ST"
"799",NA,"BROOKLN","ST","BROOKLN ST","BROOKLN ST","BROOKLN ST","BROOKLN ST"
"800",NA,"CLION  , S. IS.","ST","CLION  , S. IS. ST","CLION  , S. IS. ST","CLION  , S. IS. ST","CLION  , S. IS. ST"
"801",145,"E 18","ST","145 E 18 ST","145 E 18 ST","145 E 18TH ST","145 E 18TH ST"
"802",54,"MKT","ST","54 MKT ST","54 MKT ST","54 MKT ST","54 MKT ST"
"803",19,"AVE H","AVE","19 AVE H AVE","NINETEEN AVE H AVE","19 AVE H AVE","NINETEEN AVE H AVE"
"804",NA,"4  , ASTOR H ,H H 28DEY","ST","4  , ASTOR H ,H H 28DEY ST","4  , ASTOR H ,H H 28DEY ST","4TH  , ASTOR H ,H H 28DEY ST","4TH  , ASTOR H ,H H 28DEY ST"
"805",NA,"THROGS NECK","ST","THROGS NECK ST","THROGS NECK ST","THROGS NECK ST","THROGS NECK ST"
"806",214,"DELANCEY","ST","214 DELANCEY ST","214 DELANCEY ST","214 DELANCEY ST","214 DELANCEY ST"
"807",NA,"WMSBURG","ST","WMSBURG ST","WMSBURG ST","WMSBURG ST","WMSBURG ST"
"808",NA,"ILL PL","PL","ILL PL","ILL PL","ILL PL","ILL PL"
"809",NA,"ENGLAND","ST","ENGLAND ST","ENGLAND ST","ENGLAND ST","ENGLAND ST"
"810",NA,"RATHBUNS","ST","RATHBUNS ST","RATHBUNS ST","RATHBUNS ST","RATHBUNS ST"
"811",29,"MADISON","ST","29 MADISON ST","29 MADISON ST","29 MADISON ST","29 MADISON ST"
"812",29,"MADISON","ST","29 MADISON ST","29 MADISON ST","29 MADISON ST","29 MADISON ST"
"813",21,"AVE H","AVE","21 AVE H AVE","TWENTY-ONE AVE H AVE","21 AVE H AVE","TWENTY-ONE AVE H AVE"
"814",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"815",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"816",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"817",35,"AVE H","AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE"
"818",NA,"LEXINGTON A V & E 32","ST","LEXINGTON A V & E 32 ST","LEXINGTON A V & E 32 ST","LEXINGTON A V & E 32ND ST","LEXINGTON A V & E 32ND ST"
"819",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"820",NA,"CO.","ST","CO. ST","CO. ST","CO. ST","CO. ST"
"821",NA,"W 3LST & AVE H 8","AVE","W 3LST & AVE H 8 AVE","W 3LST & AVE H 8 AVE","W 3RDLST & AVE H 8 AVE","W 3RDLST & AVE H 8 AVE"
"822",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"823",33,"LB.WAY","ST","33 LB.WAY ST","33 LB.WAY ST","33 LB.WAY ST","33 LB.WAY ST"
"824",1355,"PRING","ST","1355 PRING ST","1355 PRING ST","1355 PRING ST","1355 PRING ST"
"825",NA,"MANSIONHOUSE  ,","ST","MANSIONHOUSE  , ST","MANSIONHOUSE  , ST","MANSIONHOUSE  , ST","MANSIONHOUSE  , ST"
"826",NA,"LAND LAKE","ST","LAND LAKE ST","LAND LAKE ST","LAND LAKE ST","LAND LAKE ST"
"827",42,"AVE H","AVE","42 AVE H AVE","FORTY-TWO AVE H AVE","42 AVE H AVE","FORTY-TWO AVE H AVE"
"828",33,"AVE H","AVE","33 AVE H AVE","THIRTY-THREE AVE H AVE","33 AVE H AVE","THIRTY-THREE AVE H AVE"
"829",37,"9","ST","37 9 ST","37 9 ST","37 9TH ST","37 9TH ST"
"830",31,"AVE H","AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE","31 AVE H AVE","THIRTY-ONE AVE H AVE"
"831",NA,"AVE A & E 11","AVE","AVE A & E 11 AVE","AVE A & E 11 AVE","AVE A & E 11TH AVE","AVE A & E 11TH AVE"
"832",NA,"2 VANDEWATER AND 56 FRANKFORT,H.","ST","2 VANDEWATER AND 56 FRANKFORT,H. ST","2 VANDEWATER AND 56 FRANKFORT,H. ST","2ND VANDEWATER AND 56 FRANKFORT,H. ST","2ND VANDEWATER AND 56 FRANKFORT,H. ST"
"833",NA,"N. J","ST","N. J ST","N. J ST","N. J ST","N. J ST"
"834",650,"HOUSTON","ST","650 HOUSTON ST","650 HOUSTON ST","650 HOUSTON ST","650 HOUSTON ST"
"835",29,"AVE H","AVE","29 AVE H AVE","TWENTY-NINE AVE H AVE","29 AVE H AVE","TWENTY-NINE AVE H AVE"
"836",NA,"BROOLDYN","ST","BROOLDYN ST","BROOLDYN ST","BROOLDYN ST","BROOLDYN ST"
"837",NA,"TWELH & AVE. A","AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE"
"838",NA,"E R 36 & AVE H 2","AVE","E R 36 & AVE H 2 AVE","E R 36 & AVE H 2 AVE","E R 36TH & AVE H 2 AVE","E R 36TH & AVE H 2 AVE"
"839",22,"AVE H","AVE","22 AVE H AVE","TWENTY-TWO AVE H AVE","22 AVE H AVE","TWENTY-TWO AVE H AVE"
"840",50,"AVE H","AVE","50 AVE H AVE","FIFTY AVE H AVE","50 AVE H AVE","FIFTY AVE H AVE"
"841",50,"AVE H","AVE","50 AVE H AVE","FIFTY AVE H AVE","50 AVE H AVE","FIFTY AVE H AVE"
"842",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"843",NA,"WIUIAMSBG","ST","WIUIAMSBG ST","WIUIAMSBG ST","WIUIAMSBG ST","WIUIAMSBG ST"
"844",19,"AVE H","AVE","19 AVE H AVE","NINETEEN AVE H AVE","19 AVE H AVE","NINETEEN AVE H AVE"
"845",NA,"MERCHANTS","ST","MERCHANTS ST","MERCHANTS ST","MERCHANTS ST","MERCHANTS ST"
"846",NA,"HARLEM","ST","HARLEM ST","HARLEM ST","HARLEM ST","HARLEM ST"
"847",NA,"BURG","ST","BURG ST","BURG ST","BURG ST","BURG ST"
"848",NA,"BURG","ST","BURG ST","BURG ST","BURG ST","BURG ST"
"849",NA,"AMERICAN","ST","AMERICAN ST","AMERICAN ST","AMERICAN ST","AMERICAN ST"
"850",NA,"BOND & STATE BROOKLYN","ST","BOND & STATE BROOKLYN ST","BOND & STATE BROOKLYN ST","BOND & STATE BROOKLYN ST","BOND & STATE BROOKLYN ST"
"851",435,"4","ST","435 4 ST","435 4 ST","435 4TH ST","435 4TH ST"
"852",NA,"HURLGATE","ST","HURLGATE ST","HURLGATE ST","HURLGATE ST","HURLGATE ST"
"853",35,"AVE H","AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE","35 AVE H AVE","THIRTY-FIVE AVE H AVE"
"854",NA,"PACIFIC & HOYT , E BROOKLYN","ST","PACIFIC & HOYT , E BROOKLYN ST","PACIFIC & HOYT , E BROOKLYN ST","PACIFIC & HOYT , E BROOKLYN ST","PACIFIC & HOYT , E BROOKLYN ST"
"855",NA,"BOWERV & BROOME","ST","BOWERV & BROOME ST","BOWERV & BROOME ST","BOWERV & BROOME ST","BOWERV & BROOME ST"
"856",42,"AVE H","AVE","42 AVE H AVE","FORTY-TWO AVE H AVE","42 AVE H AVE","FORTY-TWO AVE H AVE"
"857",17,"BROADWAY","AVE","17 BROADWAY AVE","SEVENTEEN BROADWAY AVE","17 BROADWAY AVE","SEVENTEEN BROADWAY AVE"
