"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"560",23,"CLARKE","ST","23 CLARKE ST","23 CLARKE ST","23 CLARKE ST","23 CLARKE ST"
"561",NA,"PROMPTLY ATTENDED TO","ST","PROMPTLY ATTENDED TO ST","PROMPTLY ATTENDED TO ST","PROMPTLY ATTENDED TO ST","PROMPTLY ATTENDED TO ST"
"562",NA,"TWELH & AVE. A","AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE"
"563",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"564",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"565",72,"DELANCEY","ST","72 DELANCEY ST","72 DELANCEY ST","72 DELANCEY ST","72 DELANCEY ST"
"566",NA,"4","ST","4 ST","4 ST","4TH ST","4TH ST"
"567",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"568",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"569",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"570",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"571",NA,"IOO VROSUV","ST","IOO VROSUV ST","IOO VROSUV ST","IOO VROSUV ST","IOO VROSUV ST"
"572",154,"DELANCEY","ST","154 DELANCEY ST","154 DELANCEY ST","154 DELANCEY ST","154 DELANCEY ST"
"573",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"574",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"575",NA,"FOR EXPORTATION","ST","FOR EXPORTATION ST","FOR EXPORTATION ST","FOR EXPORTATION ST","FOR EXPORTATION ST"
"576",168,"ELM","ST","168 ELM ST","168 ELM ST","168 ELM ST","168 ELM ST"
"577",645,"BROADWAY","AVE","645 BROADWAY AVE","SIX HUNDRED FORTY-FIVE BROADWAY AVE","645 BROADWAY AVE","SIX HUNDRED FORTY-FIVE BROADWAY AVE"
"578",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"579",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"580",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"581",79,"BOWERY","ST","79 BOWERY ST","79 BOWERY ST","79 BOWERY ST","79 BOWERY ST"
"582",80,"E 16","ST","80 E 16 ST","80 E 16 ST","80 E 16TH ST","80 E 16TH ST"
"583",104,"CHAMBERS","ST","104 CHAMBERS ST","104 CHAMBERS ST","104 CHAMBERS ST","104 CHAMBERS ST"
"584",27,"CHRYSTIE","ST","27 CHRYSTIE ST","27 CHRYSTIE ST","27 CHRYSTIE ST","27 CHRYSTIE ST"
"585",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"586",NA,"BEDFORD & DOWNING","ST","BEDFORD & DOWNING ST","BEDFORD & DOWNING ST","BEDFORD & DOWNING ST","BEDFORD & DOWNING ST"
"587",68,"DIVISION","ST","68 DIVISION ST","68 DIVISION ST","68 DIVISION ST","68 DIVISION ST"
"588",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"589",54,"AVE H","AVE","54 AVE H AVE","FIFTY-FOUR AVE H AVE","54 AVE H AVE","FIFTY-FOUR AVE H AVE"
"590",47,"DELANCEY","ST","47 DELANCEY ST","47 DELANCEY ST","47 DELANCEY ST","47 DELANCEY ST"
"591",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"592",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"593",16,"ESSEX","ST","16 ESSEX ST","16 ESSEX ST","16 ESSEX ST","16 ESSEX ST"
"594",NA,"84","ST","84 ST","84 ST","84TH ST","84TH ST"
"595",308,"G.WICH","ST","308 G.WICH ST","308 G.WICH ST","308 G.WICH ST","308 G.WICH ST"
"596",NA,"BRY","ST","BRY ST","BRY ST","BRY ST","BRY ST"
"597",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"598",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"599",NA,"BUC","ST","BUC ST","BUC ST","BUC ST","BUC ST"
"600",NA,"AVE A & W 13.","AVE","AVE A & W 13. AVE","AVE A & W 13. AVE","AVE A & W 13TH. AVE","AVE A & W 13TH. AVE"
"601",173,"BROADWAY , WESTERN","AVE","173 BROADWAY , WESTERN AVE","ONE HUNDRED SEVENTY-THREE BROADWAY , WESTERN AVE","173 BROADWAY , WESTERN AVE","ONE HUNDRED SEVENTY-THREE BROADWAY , WESTERN AVE"
"602",NA,"CENTRE & DUANE","ST","CENTRE & DUANE ST","CENTRE & DUANE ST","CENTRE & DUANE ST","CENTRE & DUANE ST"
"603",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"604",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"605",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"606",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"607",564,"W 13","ST","564 W 13 ST","564 W 13 ST","564 W 13TH ST","564 W 13TH ST"
"608",98,"98","ST","98 98 ST","98 98 ST","98 98TH ST","98 98TH ST"
"609",4,"WASHGTN","ST","4 WASHGTN ST","4 WASHGTN ST","4 WASHGTN ST","4 WASHGTN ST"
"610",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"611",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"612",NA,"BUN","ST","BUN ST","BUN ST","BUN ST","BUN ST"
"613",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"614",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"615",71,"W 13","ST","71 W 13 ST","71 W 13 ST","71 W 13TH ST","71 W 13TH ST"
"616",223,"DIVISION","ST","223 DIVISION ST","223 DIVISION ST","223 DIVISION ST","223 DIVISION ST"
"617",10,"WALL ,  DE PARIS","ST","10 WALL ,  DE PARIS ST","10 WALL ,  DE PARIS ST","10 WALL ,  DE PARIS ST","10 WALL ,  DE PARIS ST"
"618",113,"W 13","ST","113 W 13 ST","113 W 13 ST","113 W 13TH ST","113 W 13TH ST"
"619",245,"WEST","ST","245 WEST","245 WEST","245 WEST","245 WEST"
"620",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"621",239,"TWELH","ST","239 TWELH ST","239 TWELH ST","239 TWELH ST","239 TWELH ST"
"622",189,"AVE H","AVE","189 AVE H AVE","ONE HUNDRED EIGHTY-NINE AVE H AVE","189 AVE H AVE","ONE HUNDRED EIGHTY-NINE AVE H AVE"
"623",92,"BROADWAY AND 73 LIBERTY , AMERICAN","AVE","92 BROADWAY AND 73 LIBERTY , AMERICAN AVE","NINETY-TWO BROADWAY AND 73 LIBERTY , AMERICAN AVE","92 BROADWAY AND 73RD LIBERTY , AMERICAN AVE","NINETY-TWO BROADWAY AND 73RD LIBERTY , AMERICAN AVE"
"624",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"625",508,"B.WY","ST","508 B.WY ST","508 B.WY ST","508 B.WY ST","508 B.WY ST"
"626",39,"4","ST","39 4 ST","39 4 ST","39 4TH ST","39 4TH ST"
"627",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"628",97,"1","ST","97 1 ST","97 1 ST","97 1ST ST","97 1ST ST"
"629",142,"ORCHARD","ST","142 ORCHARD ST","142 ORCHARD ST","142 ORCHARD ST","142 ORCHARD ST"
"630",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"631",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"632",13,"5","ST","13 5 ST","13 5 ST","13 5TH ST","13 5TH ST"
"633",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"634",126,"FORSYTH","ST","126 FORSYTH ST","126 FORSYTH ST","126 FORSYTH ST","126 FORSYTH ST"
"635",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"636",NA,"6 & AVE. C","AVE","6 & AVE. C AVE","6 & AVE. C AVE","6TH & AVE. C AVE","6TH & AVE. C AVE"
"637",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"638",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"639",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"640",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"641",NA,"R70","ST","R70 ST","R70 ST","R70TH ST","R70TH ST"
"642",3,"CHERRY","ST","3 CHERRY ST","3 CHERRY ST","3 CHERRY ST","3 CHERRY ST"
"643",68,"VARICK","ST","68 VARICK ST","68 VARICK ST","68 VARICK ST","68 VARICK ST"
"644",NA,"GREENWICH AVE. & JANE","AVE","GREENWICH AVE. & JANE AVE","GREENWICH AVE. & JANE AVE","GREENWICH AVE. & JANE AVE","GREENWICH AVE. & JANE AVE"
"645",NA,"","ST",NA,NA,NA,NA
"646",157,"BOWERY","ST","157 BOWERY ST","157 BOWERY ST","157 BOWERY ST","157 BOWERY ST"
"647",46,"ORCHARD","ST","46 ORCHARD ST","46 ORCHARD ST","46 ORCHARD ST","46 ORCHARD ST"
"648",12,"UNION PL","PL","12 UNION PL","12 UNION PL","12 UNION PL","12 UNION PL"
"649",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"650",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"651",NA,"BROADWAY & W 30","AVE","BROADWAY & W 30 AVE","BROADWAY & W 30 AVE","BROADWAY & W 30TH AVE","BROADWAY & W 30TH AVE"
"652",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"653",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"654",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"655",437,"BROADWAY","AVE","437 BROADWAY AVE","FOUR HUNDRED THIRTY-SEVEN BROADWAY AVE","437 BROADWAY AVE","FOUR HUNDRED THIRTY-SEVEN BROADWAY AVE"
"656",437,"BROADWAY","AVE","437 BROADWAY AVE","FOUR HUNDRED THIRTY-SEVEN BROADWAY AVE","437 BROADWAY AVE","FOUR HUNDRED THIRTY-SEVEN BROADWAY AVE"
"657",1,"BROADWAY ,","AVE","1 BROADWAY , AVE","ONE BROADWAY , AVE","1 BROADWAY , AVE","ONE BROADWAY , AVE"
"658",36,"CHRYSTIE","ST","36 CHRYSTIE ST","36 CHRYSTIE ST","36 CHRYSTIE ST","36 CHRYSTIE ST"
"659",814,"ASH","ST","814 ASH ST","814 ASH ST","814 ASH ST","814 ASH ST"
"660",16,"HOWARD","ST","16 HOWARD ST","16 HOWARD ST","16 HOWARD ST","16 HOWARD ST"
"661",319,"G.WICH","ST","319 G.WICH ST","319 G.WICH ST","319 G.WICH ST","319 G.WICH ST"
"662",NA,"84HAMRSLY","ST","84HAMRSLY ST","84HAMRSLY ST","84THHAMRSLY ST","84THHAMRSLY ST"
"663",42,"AVE H","AVE","42 AVE H AVE","FORTY-TWO AVE H AVE","42 AVE H AVE","FORTY-TWO AVE H AVE"
"664",NA,"BUT","ST","BUT ST","BUT ST","BUT ST","BUT ST"
"665",84,"BCKER","ST","84 BCKER ST","84 BCKER ST","84 BCKER ST","84 BCKER ST"
"666",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"667",84,"BLEECKER","ST","84 BLEECKER ST","84 BLEECKER ST","84 BLEECKER ST","84 BLEECKER ST"
"668",NA,"207DIVISION","ST","207DIVISION ST","207DIVISION ST","207THDIVISION ST","207THDIVISION ST"
"669",NA,"RSVLT","ST","RSVLT ST","RSVLT ST","RSVLT ST","RSVLT ST"
"670",34,"SUFFOLK","ST","34 SUFFOLK ST","34 SUFFOLK ST","34 SUFFOLK ST","34 SUFFOLK ST"
"671",4,"HARRISON","ST","4 HARRISON ST","4 HARRISON ST","4 HARRISON ST","4 HARRISON ST"
"672",NA,"BYE","ST","BYE ST","BYE ST","BYE ST","BYE ST"
"673",NA,"4","ST","4 ST","4 ST","4TH ST","4TH ST"
"674",NA,"BUXTON JOHN M. HAMERSLEY & CONGRESS PL","PL","BUXTON JOHN M. HAMERSLEY & CONGRESS PL","BUXTON JOHN M. HAMERSLEY & CONGRESS PL","BUXTON JOHN M. HAMERSLEY & CONGRESS PL","BUXTON JOHN M. HAMERSLEY & CONGRESS PL"
"675",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"676",NA,"E 17 & AVE. A","AVE","E 17 & AVE. A AVE","E 17 & AVE. A AVE","E 17TH & AVE. A AVE","E 17TH & AVE. A AVE"
"677",NA,"TWELH & AVE. C","AVE","TWELH & AVE. C AVE","TWELH & AVE. C AVE","TWELH & AVE. C AVE","TWELH & AVE. C AVE"
"678",9,"VANDWTER","ST","9 VANDWTER ST","9 VANDWTER ST","9 VANDWTER ST","9 VANDWTER ST"
"679",NA,"GRAND & CENTRE","ST","GRAND & CENTRE ST","GRAND & CENTRE ST","GRAND & CENTRE ST","GRAND & CENTRE ST"
"680",NA,"WASHINGTON MKT","ST","WASHINGTON MKT ST","WASHINGTON MKT ST","WASHINGTON MKT ST","WASHINGTON MKT ST"
"681",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"682",12,"PINE , JUDSONS","ST","12 PINE , JUDSONS ST","12 PINE , JUDSONS ST","12 PINE , JUDSONS ST","12 PINE , JUDSONS ST"
"683",NA,"E 41 & LEXINGTON AVE.","AVE","E 41 & LEXINGTON AVE. AVE","E 41 & LEXINGTON AVE. AVE","E 41ST & LEXINGTON AVE. AVE","E 41ST & LEXINGTON AVE. AVE"
"684",19,"9","ST","19 9 ST","19 9 ST","19 9TH ST","19 9TH ST"
"685",NA,"E IOS 22","ST","E IOS 22 ST","E IOS 22 ST","E IOS 22ND ST","E IOS 22ND ST"
"686",97,"ORANGE","ST","97 ORANGE ST","97 ORANGE ST","97 ORANGE ST","97 ORANGE ST"
"687",383,"GRAND","ST","383 GRAND ST","383 GRAND ST","383 GRAND ST","383 GRAND ST"
"688",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"689",NA,"AVE A E COR 21","AVE","AVE A E COR 21 AVE","AVE A E COR 21 AVE","AVE A E COR 21ST AVE","AVE A E COR 21ST AVE"
"690",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"691",NA,"CAL","ST","CAL ST","CAL ST","CAL ST","CAL ST"
"692",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"693",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"694",14,"PINE","ST","14 PINE ST","14 PINE ST","14 PINE ST","14 PINE ST"
"695",14,"PINE","ST","14 PINE ST","14 PINE ST","14 PINE ST","14 PINE ST"
"696",NA,"9","ST","9 ST","9 ST","9TH ST","9TH ST"
"697",NA,"9 & AVE. A","AVE","9 & AVE. A AVE","9 & AVE. A AVE","9TH & AVE. A AVE","9TH & AVE. A AVE"
"698",NA,"","ST",NA,NA,NA,NA
"699",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"700",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"701",526,"BROOME","ST","526 BROOME ST","526 BROOME ST","526 BROOME ST","526 BROOME ST"
"702",190,"DIVISION","ST","190 DIVISION ST","190 DIVISION ST","190 DIVISION ST","190 DIVISION ST"
"703",8,".","ST","8 . ST","8 . ST","8 . ST","8 . ST"
"704",8,"W 33","ST","8 W 33 ST","8 W 33 ST","8 W 33RD ST","8 W 33RD ST"
"705",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"706",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"707",142,"PERRY","ST","142 PERRY ST","142 PERRY ST","142 PERRY ST","142 PERRY ST"
"708",NA,"","ST",NA,NA,NA,NA
"709",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"710",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"711",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"712",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"713",NA,"4","ST","4 ST","4 ST","4TH ST","4TH ST"
"714",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"715",82,"CHATHAM","ST","82 CHATHAM ST","82 CHATHAM ST","82 CHATHAM ST","82 CHATHAM ST"
"716",66,"LEWIS","ST","66 LEWIS ST","66 LEWIS ST","66 LEWIS ST","66 LEWIS ST"
"717",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"718",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"719",NA,"CAN","ST","CAN ST","CAN ST","CAN ST","CAN ST"
"720",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"721",NA,"E FOOT 25","ST","E FOOT 25 ST","E FOOT 25 ST","E FOOT 25TH ST","E FOOT 25TH ST"
"722",7,"HOUSTON","ST","7 HOUSTON ST","7 HOUSTON ST","7 HOUSTON ST","7 HOUSTON ST"
"723",5,"5","ST","5 5 ST","5 5 ST","5 5TH ST","5 5TH ST"
"724",NA,"CATHARINE SL.","ST","CATHARINE SL. ST","CATHARINE SL. ST","CATHARINE SL. ST","CATHARINE SL. ST"
"725",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"726",NA,"CITY","ST","CITY ST","CITY ST","CITY ST","CITY ST"
"727",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"728",NA,"E 24 & AVE. A","AVE","E 24 & AVE. A AVE","E 24 & AVE. A AVE","E 24TH & AVE. A AVE","E 24TH & AVE. A AVE"
"729",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"730",NA,"FINLEY AND","ST","FINLEY AND ST","FINLEY AND ST","FINLEY AND ST","FINLEY AND ST"
"731",332,"STANTON","ST","332 STANTON ST","332 STANTON ST","332 STANTON ST","332 STANTON ST"
"732",463,"4","ST","463 4 ST","463 4 ST","463 4TH ST","463 4TH ST"
"733",NA,"BROOKLYN","ST","BROOKLYN ST","BROOKLYN ST","BROOKLYN ST","BROOKLYN ST"
"734",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"735",NA,"9 & AVE. D","AVE","9 & AVE. D AVE","9 & AVE. D AVE","9TH & AVE. D AVE","9TH & AVE. D AVE"
"736",107,"LUDLOW","ST","107 LUDLOW ST","107 LUDLOW ST","107 LUDLOW ST","107 LUDLOW ST"
"737",67,"MURRAY","ST","67 MURRAY ST","67 MURRAY ST","67 MURRAY ST","67 MURRAY ST"
"738",NA,"EVERYTHING REQUISITE FOR FUNERALS ALWAYS ON HAND AND FURNISHED AT THE SHORTEST NOTICE. INTERMENTS PROCURED IN ALL THE CEMETERIES IN OR OUT OF THE CITY. ORDERS LE AT HIS RESIDENCE AT","ST","EVERYTHING REQUISITE FOR FUNERALS ALWAYS ON HAND AND FURNISHED AT THE SHORTEST NOTICE. INTERMENTS PROCURED IN ALL THE CEMETERIES IN OR OUT OF THE CITY. ORDERS LE AT HIS RESIDENCE AT ST","EVERYTHING REQUISITE FOR FUNERALS ALWAYS ON HAND AND FURNISHED AT THE SHORTEST NOTICE. INTERMENTS PROCURED IN ALL THE CEMETERIES IN OR OUT OF THE CITY. ORDERS LE AT HIS RESIDENCE AT ST","EVERYTHING REQUISITE FOR FUNERALS ALWAYS ON HAND AND FURNISHED AT THE SHORTEST NOTICE. INTERMENTS PROCURED IN ALL THE CEMETERIES IN OR OUT OF THE CITY. ORDERS LE AT HIS RESIDENCE AT ST","EVERYTHING REQUISITE FOR FUNERALS ALWAYS ON HAND AND FURNISHED AT THE SHORTEST NOTICE. INTERMENTS PROCURED IN ALL THE CEMETERIES IN OR OUT OF THE CITY. ORDERS LE AT HIS RESIDENCE AT ST"
"739",NA,"WILL BE PROMPTLY ATTENDED TO CAN BE FOUND AT THE CHURCH EVERY MORNING FROM A.M. RECEIVING VAULTS FOR GREENWOOD AND OTHER CEMETERIES","ST","WILL BE PROMPTLY ATTENDED TO CAN BE FOUND AT THE CHURCH EVERY MORNING FROM A.M. RECEIVING VAULTS FOR GREENWOOD AND OTHER CEMETERIES ST","WILL BE PROMPTLY ATTENDED TO CAN BE FOUND AT THE CHURCH EVERY MORNING FROM A.M. RECEIVING VAULTS FOR GREENWOOD AND OTHER CEMETERIES ST","WILL BE PROMPTLY ATTENDED TO CAN BE FOUND AT THE CHURCH EVERY MORNING FROM A.M. RECEIVING VAULTS FOR GREENWOOD AND OTHER CEMETERIES ST","WILL BE PROMPTLY ATTENDED TO CAN BE FOUND AT THE CHURCH EVERY MORNING FROM A.M. RECEIVING VAULTS FOR GREENWOOD AND OTHER CEMETERIES ST"
"740",1,"THOMPSON","ST","1 THOMPSON ST","1 THOMPSON ST","1 THOMPSON ST","1 THOMPSON ST"
"741",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"742",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"743",NA,"2","ST","2 ST","2 ST","2ND ST","2ND ST"
"744",NA,"5","ST","5 ST","5 ST","5TH ST","5TH ST"
"745",NA,"W R 25","ST","W R 25 ST","W R 25 ST","W R 25TH ST","W R 25TH ST"
"746",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"747",44,"BROOME","ST","44 BROOME ST","44 BROOME ST","44 BROOME ST","44 BROOME ST"
"748",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"749",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"750",87,"LAURENS","ST","87 LAURENS ST","87 LAURENS ST","87 LAURENS ST","87 LAURENS ST"
"751",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"752",NA,"3","ST","3 ST","3 ST","3RD ST","3RD ST"
"753",2,"CLIFF","ST","2 CLIFF ST","2 CLIFF ST","2 CLIFF ST","2 CLIFF ST"
"754",356,"GREENWICH","ST","356 GREENWICH ST","356 GREENWICH ST","356 GREENWICH ST","356 GREENWICH ST"
"755",67,"MADISON","ST","67 MADISON ST","67 MADISON ST","67 MADISON ST","67 MADISON ST"
"756",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"757",NA,"BROADWAY & 12","AVE","BROADWAY & 12 AVE","BROADWAY & 12 AVE","BROADWAY & 12TH AVE","BROADWAY & 12TH AVE"
"758",NA,"E 28 & MADISON AVE.","AVE","E 28 & MADISON AVE. AVE","E 28 & MADISON AVE. AVE","E 28TH & MADISON AVE. AVE","E 28TH & MADISON AVE. AVE"
"759",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"760",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"761",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"762",182,"ORCHARD","ST","182 ORCHARD ST","182 ORCHARD ST","182 ORCHARD ST","182 ORCHARD ST"
"763",NA,"ASTOR PL. & LAFAYETTE PL","PL","ASTOR PL. & LAFAYETTE PL","ASTOR PL. & LAFAYETTE PL","ASTOR PL. & LAFAYETTE PL","ASTOR PL. & LAFAYETTE PL"
"764",247,"DIVISION","ST","247 DIVISION ST","247 DIVISION ST","247 DIVISION ST","247 DIVISION ST"
"765",2,"BROADWAY","AVE","2 BROADWAY AVE","TWO BROADWAY AVE","2 BROADWAY AVE","TWO BROADWAY AVE"
"766",NA,"","ST",NA,NA,NA,NA
"767",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"768",NA,"E 19 & BROADWAY","AVE","E 19 & BROADWAY AVE","E 19 & BROADWAY AVE","E 19TH & BROADWAY AVE","E 19TH & BROADWAY AVE"
"769",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"770",NA,"5","ST","5 ST","5 ST","5TH ST","5TH ST"
"771",NA,"5","ST","5 ST","5 ST","5TH ST","5TH ST"
"772",NA,"CAS","ST","CAS ST","CAS ST","CAS ST","CAS ST"
"773",205,"DIVISION","ST","205 DIVISION ST","205 DIVISION ST","205 DIVISION ST","205 DIVISION ST"
"774",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"775",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"776",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"777",NA,"6","ST","6 ST","6 ST","6TH ST","6TH ST"
"778",12,"B. AVE. AANDB","AVE","12 B. AVE. AANDB AVE","TWELVE B. AVE. AANDB AVE","12 B. AVE. AANDB AVE","TWELVE B. AVE. AANDB AVE"
"779",12,"B. AVE. AANDL","AVE","12 B. AVE. AANDL AVE","TWELVE B. AVE. AANDL AVE","12 B. AVE. AANDL AVE","TWELVE B. AVE. AANDL AVE"
"780",NA,"5","ST","5 ST","5 ST","5TH ST","5TH ST"
"781",135,"WASHINGTON","ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST","135 WASHINGTON ST"
"782",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"783",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"784",NA,"CAS","ST","CAS ST","CAS ST","CAS ST","CAS ST"
"785",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"786",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"787",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"788",NA,"HWILLIAMSBG","ST","HWILLIAMSBG ST","HWILLIAMSBG ST","HWILLIAMSBG ST","HWILLIAMSBG ST"
"789",NA,"1","ST","1 ST","1 ST","1ST ST","1ST ST"
"790",NA,"7","ST","7 ST","7 ST","7TH ST","7TH ST"
"791",NA,"8","ST","8 ST","8 ST","8TH ST","8TH ST"
"792",98,"ESSEX","ST","98 ESSEX ST","98 ESSEX ST","98 ESSEX ST","98 ESSEX ST"
"793",NA,"10","ST","10 ST","10 ST","10TH ST","10TH ST"
"794",NA,"CORLEARS & WATER","ST","CORLEARS & WATER ST","CORLEARS & WATER ST","CORLEARS & WATER ST","CORLEARS & WATER ST"
"795",NA,"WILLETT & RIVINGTN","ST","WILLETT & RIVINGTN ST","WILLETT & RIVINGTN ST","WILLETT & RIVINGTN ST","WILLETT & RIVINGTN ST"
"796",253,"DIVISION","ST","253 DIVISION ST","253 DIVISION ST","253 DIVISION ST","253 DIVISION ST"
"797",253,"DIVISION","ST","253 DIVISION ST","253 DIVISION ST","253 DIVISION ST","253 DIVISION ST"
"798",232,"DIVN","ST","232 DIVN ST","232 DIVN ST","232 DIVN ST","232 DIVN ST"
"799",NA,"TWELH & AVE. A","AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE","TWELH & AVE. A AVE"
"800",43,"CANAL","ST","43 CANAL ST","43 CANAL ST","43 CANAL ST","43 CANAL ST"
"801",20,"BWRY","ST","20 BWRY ST","20 BWRY ST","20 BWRY ST","20 BWRY ST"
"802",20,"BOWERY","ST","20 BOWERY ST","20 BOWERY ST","20 BOWERY ST","20 BOWERY ST"
"803",37,"FORSYTH","ST","37 FORSYTH ST","37 FORSYTH ST","37 FORSYTH ST","37 FORSYTH ST"
"804",NA,"11","ST","11 ST","11 ST","11TH ST","11TH ST"
"805",166,"BOWERY","ST","166 BOWERY ST","166 BOWERY ST","166 BOWERY ST","166 BOWERY ST"
"806",9,"33","ST","9 33 ST","9 33 ST","9 33RD ST","9 33RD ST"
"807",51,"CARMINE","ST","51 CARMINE ST","51 CARMINE ST","51 CARMINE ST","51 CARMINE ST"
"808",NA,"MADISON AVE & E 39","AVE","MADISON AVE & E 39 AVE","MADISON AVE & E 39 AVE","MADISON AVE & E 39TH AVE","MADISON AVE & E 39TH AVE"
"809",NA,"MADISON AVE & E 39","AVE","MADISON AVE & E 39 AVE","MADISON AVE & E 39 AVE","MADISON AVE & E 39TH AVE","MADISON AVE & E 39TH AVE"
"810",280,"2","ST","280 2 ST","280 2 ST","280 2ND ST","280 2ND ST"
