,hn_1,best_match
11034,296.0,AND GRAND
11035,,404F GRAND
11036,45.0,VANDAM
11037,461.0,HUDSON
11038,11.0,WHITE
11039,42.0,KIN
11040,81.0,AVE B
11041,16.0,
11042,221.0,5
11043,201.0,
11044,404.0,
11045,2.0,STONE
11046,159.0,BLEECKER
11047,90.0,LEONARD
11048,465.0,BROADWAY
11049,,
11050,65.0,
11051,370.0,MADISON
11052,24.0,
11053,155.0,GOERCK
11054,64.0,FRANKFORT
11055,,S RATHBUN
11056,15.0,BEAVER
11057,11.0,WEEHAWKEN
11058,26.0,
11059,99.0,ALLEN
11060,,E 35 & AVE 3
11061,47.0,DOMINICK
11062,613.0,GREENWICH
11063,33.0,W 12
11064,281.0,SPRING
11065,256.0,MADISON
11066,,
11067,97.0,VARICK
11068,,E 25 & AVE 1
11069,23.0,COMMERCE
11070,3.0,DEPAU
11071,464.0,GRAND
11072,115.0,AVE D
11073,139.0,AVE 8
11074,,ELDRIDGE & DELANCEY
11075,36.0,ESSEX
11076,3.0,DEPAU ROW
11077,7.0,CHRISTOPHER
11078,36.0,E 36 26 & AVE 2
11079,47.0,NORFOLK
11080,27.0,WAVERLY PL
11081,48.0,CROSBY
11082,35.0,MACDOUGL
11083,46.0,SANDS BALYN
11084,3.0,GREENWICH AVE
11085,26.0,W 15
11086,332.0,HOUSTON
11087,218.0,VARICK
11088,,
11089,136.0,
11090,116.0,AVE 4
11091,226.0,WOOSTER
11092,278.0,BROOME
11093,188.0,STANTON
11094,324.0,9
11095,8.0,
11096,124.0,NASSAU
11097,22.0,
11098,,
11099,202.0,GRAND
11100,151.0,MOTT
11101,556.0,4
11102,145.0,HAMMOND
11103,182.0,PEARL
11104,27.0,KIN
11105,250.0,
11106,89.0,MURRAY
11107,74.0,AMITY RERE COM EN CACC
11108,163.0,BARROW
11109,9.0,LEROY
11110,9.0,AVE 9 & W 3IST
11111,233.0,E BROADWAY
11112,90.0,VANDAM
11113,17.0,LISPENARD
11114,234.0,W 21
11115,,W 26 & ALY 7
11116,181.0,AVE 9
11117,245.0,W 21
11118,90.0,VANDAM
11119,75.0,ROBINSON
11120,126.0,AVE C
11121,130.0,LEONARD
11122,66.0,FORSYTH
11123,283.0,6
11124,90.0,W 19
11125,30.0,HOUSTON
11126,294.0,AVE 6
11127,672.0,WATER
11128,84.0,W 17
11129,10.0,SUFFOLK
11130,104.0,WILLIAM
11131,,W 23D & AVE 6
11132,428.0,GREENWICH
11133,280.0,GRAND
11134,264.0,DIVISION
11135,218.0,VARICK
11136,3.0,DEPAU ROW BLEECKER
11137,376.0,10
11138,,W 29 & AVE 8
11139,118.0,MACDOUGAL
11140,107.0,W 20
11141,256.0,DIVISION
11142,,BOWERY & BROOME
11143,86.0,WEST
11144,76.0,VESEY AND 409 GRAND
11145,129.0,AND 131 NASSAU
11146,129.0,AND 131 NASSAU
11147,349.0,12
11148,44.0,ALLEN
11149,25.0,VANDAM
11150,75.0,W 19
11151,192.0,7
11152,136.0,W 13
11153,15.0,PITT
11154,290.0,FE BROADWAY
11155,36.0,SCAMMEL
11156,19.0,TROY
11157,103.0,CROSS
11158,25.0,MONROE
11159,2114.0,DIVISION
11160,10.0,MONROE
11161,58.0,RIDGE
11162,153.0,CLINTON
11163,20.0,PRINCE
11164,93.0,BANK
11165,202.0,FULTON AND SEE TITLE PAGE
11166,342.0,6
11167,241.0,MULBERRY
11168,352.0,BROADWAY
11169,37.0,W 13
11170,111.0,ANTHONY
11171,258.0,STANTON
11172,31.0,UNION PL
11173,333.0,BROADWAY
11174,8.0,W 17 16
11175,139.0,BOWERY
11176,137.0,HOUSTON
11177,63.0,HORATIO
11178,24.0,SPRING
11179,20.0,PRINCE
11180,42.0,BROOME
11181,35.0,AVE 8
11182,147.0,W 25
11183,46.0,AVE D
11184,,EE EES
11185,13.0,JAY
11186,74.0,THOMPSON
11187,352.0,10
11188,148.0,HOUSTON
11189,216.0,ELIZABETH
11190,225.0,W 16
11191,202.0,W 2IST
11192,230.0,HOUSTON
11193,196.0,VARICK
11194,290.0,BROADWAY
11195,40.0,RUTGERS
11196,118.0,W 20
11197,631.0,WASHGTN
11198,28.0,DUANE
11199,181.0,VARICK
11200,36.0,BROOME
11201,20.0,JAMES
11202,249.0,AVE 1
11203,2.0,REMSEN
11204,239.0,BLEECKER
11205,285.0,W 17
11206,66.0,BOWERY
11207,178.0,E I1
11208,82.0,RIDGE
11209,187.0,CHERRY
11210,65.0,CANNON
11211,275.0,DIVISION
11212,159.0,W BROADWAY
11213,,AVE W 9C 34
11214,35.0,TRO
11215,84.0,AVE 4
11216,42.0,GOUVERNEUR 74
11217,,
11218,187.0,CHERRY AND 12 AVE C
11219,59.0,BROAD
11220,139.0,W 28
11221,134.0,CHARLES
11222,107.0,ANTHONY
11223,377.0,9
11224,1574.0,GREENWICH
11225,141.0,FORSYTH
11226,50.0,ALIEN
11227,148.0,W 13
11228,150.0,W 13
11229,268.0,2
11230,6024.0,GRAND
11231,119.0,BROOME
11232,43.0,VESEY
11233,189.0,WOOSTER
11234,634.0,DIVISION
11235,11.0,AVE 11 & W 37
11236,53.0,W WASHINGTON PL
11237,386.0,GREENWICH
11238,9.0,HUBERT
11239,70.0,W 17
11240,9.0,AVE 9 & W 41
11241,259.0,7
11242,131.0,AVE 4
11243,,BROOKLYN
11244,83.0,FRONT
11245,83.0,FRONT
11246,35.0,GREENWICH
11247,,W 42D & AVE 9
11248,314.0,9
11249,62.0,LEONARD
11250,157.0,CHURCH
11251,23.0,MURRAY
11252,139.0,DUANE
11253,26.0,HOWARD
11254,39.0,BOWERY
11255,252.0,BROADWAY 806
11256,39.0,LEXINGTON AVE
11257,34.0,HUBERT
11258,2.0,BOND
11259,317.0,RIVINGTON
11260,,EE EES
11261,274.0,ALY 3
11262,25.0,AMOS
11263,1.0,BOND
11264,159.0,MADISON
11265,3.0,AVE 3 & E 35
11266,226.0,WILLIAM
11267,147.0,ELIZABETH
11268,4.0,BROADWAY
11269,,E 97 & LEXINGTON AVE
11270,322.0,AVE 8
11271,,
11272,429.0,PEAR
11273,1154.0,BEDFORD
11274,247.0,W 17
11275,45.0,WHITE
11276,90.0,MOTT
11277,256.0,HUDSON
11278,144.0,GRAND
11279,150.0,CHURCH
11280,15.0,AMOS
11281,77.0,MAIDEN
11282,84.0,BROADWAY
11283,10.0,5
11284,53.0,ROSE
11285,17.0,BEEKMAN
11286,26.0,SULLIVAN
11287,27.0,AND STATE
11288,,23D AVE D
11289,101.0,CEDAR
11290,100.0,CHERRY
11291,261.0,5
11292,151.0,LUDLOW
11293,205.0,HOUSTON
11294,232.0,HOUSTON
11295,83.0,ESSEX
11296,20.0,AVE B
11297,272.0,HOUSTON
11298,299.0,HOUSTON
11299,303.0,GRAND
11300,252.0,HOUSTON
11301,146.0,ESSEX
11302,417.0,GRAND
11303,559.0,4
11304,11.0,WATER
11305,209.0,HOUSTON
11306,129.0,WALKER
11307,84.0,ALLEN
11308,9.0,CLINTON
11309,277.0,STANTON
11310,153.0,CHERRY
11311,47.0,ORANGE
11312,161.0,CLINTON
11313,67.0,VARICK
11314,28.0,WALKER
11315,147.0,G WICH
11316,100.0,CHERRY
11317,135.0,WATER
11318,161.0,CLINTON
11319,286.0,GRAND
11320,19.0,AVE A
11321,104.0,CEDAR
11322,45.0,DELANCEY
11323,411.0,GRAND
11324,46.0,HESTER
11325,77.0,NORFOLK
11326,79.0,LUDLOW
11327,6714.0,BROADWAY
11328,75.0,MAIDEN LN
11329,9.0,AVE 9 & W 29
11330,138.0,DELANCEY
11331,279.0,STANTON
11332,644.0,HOUSTON
11333,148.0,FRONT
11334,,E 17
11335,5.0,AND BROADWA
11336,96.0,WILLOUGHBY
11337,12.0,
11338,124.0,SHERIFF
11339,50.0,RIVINGTON
11340,,
11341,44.0,WILLIAM
11342,144.0,ELDRIDGE
11343,173.0,WEST
11344,152.0,W 20
11345,220.0,AVE 8
11346,36.0,AVE 4
11347,38.0,IRVING PL
11348,122.0,MACDOUGAL
11349,156.0,HAMMOND
11350,340.0,WASHINGTON
11351,79.0,AMITY
11352,527.0,BROADWAY
11353,,LIFE INSURANCE
11354,368.0,PEARL
11355,128.0,PEARL AND 89
11356,791.0,BROADWAY
11357,34.0,RENWICK
11358,21.0,NEW
11359,27.0,GOERCK
11360,,
11361,5.0,BROAD
11362,12.0,COTTAGE
11363,446.0,BROOME
11364,261.0,WILLIAM
11365,46.0,WHITEHALL
11366,264.0,
11367,261.0,WILLIAM
11368,28.0,BROOME
11369,257.0,DELANCEY
11370,352.0,10
11371,95.0,
11372,140.0,GREENWICH AVE
11373,140.0,GREENWICH AVE
11374,264.0,10
11375,,BROADWAY & E 2IST
11376,27.0,STANTON
11377,18.0,CLARKE
11378,10.0,VARICK PL
11379,411.0,HUDSON
11380,810.0,WASHINGTON
11381,,WILLIAMSBUR
11382,212.0,
11383,212.0,PEARL
11384,4.0,10
11385,23.0,VANDAM
11386,229.0,5
11387,7.0,WASHINGTON MARKET
11388,102.0,HESTER
11389,120.0,ORCHARD
11390,13.0,BEDFORD
11391,151.0,ELIZABETH
11392,207.0,THOMPSON
11393,5.0,JACKSON PL
11394,245.0,RIVINGTON
11395,100.0,KING
11396,,
11397,4.0,10
11398,176.0,W 17 RG TE EE RRL EY TT A EL
11399,1724.0,CHAMBERS
11400,402.0,CHERRY I
11401,178.0,CHURCH I
11402,86.0,PEARL
11403,468.0,GREENWICH
11404,60.0,AVE 6
11405,187.0,W 13
11406,858.0,BROADWAY
11407,,WILLIAMSBURG
11408,,AVE W 9C 33D
11409,116.0,CHAMBERS
11410,243.0,GRAND
11411,604.0,BROADWAY
11412,294.0,AVE 6
11413,390.0,BLEECKER
11414,386.0,GOLD
11415,,
11416,,TINWARE
11417,386.0,GOLD
11418,95.0,FULT
11419,95.0,FULTON
11420,56.0,CHATHAM 26 JAY
11421,89.0,CROSS
11422,50.0,12
11423,290.0,AVE 10H 87 BLVD CKER
11424,297.0,W 19
11425,46.0,PERRY
11426,99.0,PRINCE
11427,104.0,E BROADWAY
11428,87.0,BLCKR
11429,530.0,HUDSON
11430,78.0,CHARLES
11431,530.0,HUDSON A
11432,126.0,MACDOUGAL
11433,34.0,AVE 10
11434,11.0,ELDRIDGE
11435,349.0,W 24
11436,92.0,PERRY
11437,,W 28 & ALY 10
11438,70.0,MANGIN
11439,190.0,W 20
11440,233.0,DELANCEY
11441,,6 CT
11442,448.0,WATER
11443,368.0,BOWERY AND BROADWAY
11444,,BROADWAY & W 27
11445,285.0,AVE 3
11446,1.0,
11447,22.0,12
11448,172.0,
11449,287.0,FRONT
11450,158.0,SUFFOLK
11451,135.0,RIVINGTON
11452,270.0,DELANCEY
11453,65.0,ORCHARD
11454,219.0,VARICK
11455,,WAY
11456,116.0,WA VERLEY PL
11457,334.0,HOUSTON
11458,38.0,VARICK
11459,21.0,HUDSON PL
11460,137.0,WASHINGTON
11461,267.0,2
11462,60.0,GOUVERNEUR
11463,86.0,AVE D
11464,118.0,AVE C
11465,16.0,ESSEX
11466,,W 39 & AVE 8
11467,126.0,VARICK
11468,153.0,PERRY
11469,233.0,WIL M
11470,139.0,LEWIS
11471,75.0,WATTS
11472,28.0,TROY
11473,286.0,IXTH
11474,46.0,HARRISON
11475,834.0,CLINTON
11476,197.0,MONROE
11477,11.0,MONTGOMERY
11478,,W 26 & AVE 6
11479,221.0,ELIZABETH
11480,14.0,THOMPSON
11481,220.0,MADISON
11482,7.0,PATCHIN PL
11483,14.0,CANAL
11484,141.0,NORFOLK
11485,289.0,GRAND
11486,103.0,MULBERRY
11487,269.0,HOUSTON
11488,,MANGIN
11489,63.0,
11490,98.0,COLUMBIA
11491,39.0,12
11492,84.0,W 17
11493,56.0,COLUMBIA
11494,127.0,PERRY
11495,27.0,FORSYTH
11496,27.0,FORSYTH
11497,59.0,BROAD
11498,,CHRISTOPHER & HUDSON
11499,,
11500,59.0,SUFFOLK
11501,183.0,LAURNS
11502,18.0,CENTRE
11503,,131 AND 132D H
11504,25.0,CLINTON
11505,83.0,VANDAM
11506,56.0,SOUTH
11507,58.0,LIBERTY
11508,251.0,CHRYSTIE
11509,207.0,DUANE
11510,377.0,8
11511,292.0,HOUSTON 88 RIVINGTON
11512,179.0,AVE 6
11513,11.0,DUANE
11514,13.0,W BROADWAY
11515,,MOTT & WALKER
11516,318.0,5
11517,55.0,WILLETT
11518,116.0,E 13
11519,1624.0,ALLEN
11520,99.0,LAURENS
11521,88.0,ELDRIDGE
11522,679.0,WATER
11523,31.0,WASHINGTON PL
11524,159.0,W 20
11525,99.0,LAURENS
11526,178.0,ORCHARD
11527,310.0,8
11528,217.0,W 24
11529,222.0,W 26
11530,180.0,SPRING
11531,80.0,THMPSN
11532,1.0,WARREN PL
11533,301.0,3
11534,26.0,COTTAGE PL
11535,297.0,HENRY
11536,10.0,AVE 10 & W 35
11537,577.0,BRME
11538,86.0,WILLETT
11539,,FRANKFORT
11540,260.0,PEARL 117 ADAMS BKLYN
11541,,AVE E 3N 35
11542,313.0,SPRING
11543,105.0,JOHN
11544,97.0,CHURCH
11545,6.0,CITY HALL PL
11546,329.0,W 24
11547,270.0,DELANCEY
11548,171.0,CHARLES
11549,,CASTLE GARDEN
11550,,FRANKFORT
11551,216.0,W 16
11552,14.0,CHARLES
11553,348.0,AVE 6
11554,18.0,E 24
11555,553.0,GRAND
11556,,BATTERY
11557,71.0,NASSAU
11558,57.0,SUFFOLK
11559,96.0,BROAD
11560,128.0,CHREH
11561,,AVE
11562,142.0,W 16 WA
11563,48.0,TROY
11564,390.0,HUDSON
11565,143.0,W 20
11566,85.0,CHRISTOPHER
11567,,E 28 & AVE 3
11568,218.0,E BROADWAY
11569,43.0,MORTON
11570,,W 22D & AVE 10
11571,65.0,VANDAM
11572,131.0,NORFOLK
11573,,PACIFIC & HOYT BROOKLYN
11574,157.0,SUFFOLK
11575,9.0,10
11576,14.0,WALKER
11577,,E 15 & AVE 1
11578,134.0,PEARL
11579,183.0,LAURENS
11580,167.0,HUDSN
11581,,WMSBURG
11582,31.0,RENWICK
11583,5.0,AVE 9
11584,3.0,SULLIVAN WLAN
11585,196.0,AVE 17
11586,64.0,SUFFOLK
11587,524.0,PEARL
11588,62.0,HUDSON
11589,246.0,W 17
11590,195.0,GREENE
11591,174.0,AVE A
11592,,RAVENSWOOD
11593,40.0,BEACH
11594,551.0,AVE 6
11595,294.0,AVE 8
11596,,PERRY
11597,142.0,AVE 6
11598,,6S WILLIAM
11599,167.0,HUDSON W 9C 39
11600,79.0,NORFOLK FREUDENTHAL JOHN D 1 GREENWICH
11601,6.0,ABINGDON PL
11602,165.0,W 17 AND FREUDENTHAL AND LUDEMANN
11603,289.0,BROADWAY GREENWICH
11604,,PACIFIC & HOYT BROOKLYN
11605,16.0,KING
11606,7.0,PEARL
11607,15.0,W BROADWAY
11608,131.0,DELANE
11609,223.0,W 26
11610,95.0,ATTORNEY
11611,75.0,JOHN
11612,95.0,ATTORNEY
11613,347.0,CHERRY
11614,5.0,N MOORE
11615,34.0,OAK
11616,71.0,WILLETT
11617,139.0,SPRING
11618,141.0,3
11619,120.0,DELANCEY
11620,63.0,ROOSEVELT
11621,116.0,GREENWICH
11622,62.0,JOHN
11623,106.0,AVE 10
11624,141.0,3
11625,169.0,BLEECKER
11626,70.0,CARMINE
11627,5.0,BEDFORD
11628,,GERMAN
11629,236.0,SPRING
11630,18714.0,GREENWICH
11631,72.0,MOTT
11632,,211AV B
11633,7.0,UNION
11634,177.0,3
11635,7.0,AND 8
11636,819.0,BROADWAY
11637,819.0,BROADWAY
11638,7.0,CHAMBERS
11639,,AVE
11640,,24
11641,134.0,W 20
11642,181.0,LAURENS
11643,13.0,AVE B
11644,45.0,RIVING
11645,159.0,CHRYSTIE
11646,11.0,MERCER
11647,238.0,DELANCEY
11648,11.0,PITT
11649,93.0,RIDGE
11650,,W 32D AVE 8
11651,70.0,GRAND
11652,154.0,GREENWICH
11653,419.0,GRAND
11654,186.0,HESTER
11655,181.0,BROADWAY
11656,2.0,NORFOLK
11657,131.0,ELIZ H
11658,123.0,WIL T
11659,217.0,MONROE
11660,474.0,HUDSON
11661,136.0,AVE C
11662,209.0,DELANCEY
11663,249.0,MULBERRY
11664,8.0,JACOB
11665,94.0,MULBERRY
11666,4.0,JACKSON
11667,48.0,ELDRIDGE
11668,140.0,WATER 95 ATTRNY
11669,336.0,8
11670,48.0,ELDRIDGE
11671,38.0,WILLETT
11672,74.0,ESSEX
11673,570.0,4
11674,209.0,DELANCEY
11675,69.0,WILLIAM
11676,223.0,RIVINGTON
11677,28.0,ORCHARD
11678,45.0,MULBERRY
11679,,BROOKLYN
11680,123.0,CHARLES
11681,,BRAN
11682,,FILS
11683,62.0,NEW
11684,23.0,AVE D
11685,836.0,WALKER
11686,325.0,WASHINGTON
11687,130.0,4
11688,39.0,W BROADWAY CE ENENAE YP
11689,189.0,RIVINGTON
11690,59.0,BROADWAY
11691,610.0,HOUSTN
11692,,W 29 & AVE 8
11693,378.0,CHERRY
11694,23.0,DEY
11695,78.0,WILLETT
11696,8.0,RECTOR
11697,11.0,ELIZABETH
11698,39.0,RENWICK
11699,10.0,
11700,81.0,ESSEX
11701,188.0,2
11702,52.0,AVE A
11703,43.0,ANTHONY
11704,163.0,BROOME
11705,47.0,WHITEHALL
11706,478.0,BROADWAY
11707,9.0,CHAMBERS
11708,163.0,BROOME
11709,180.0,RIVGTN
11710,94.0,MURRAY
11711,49.0,SUFFOLK
11712,175.0,ELM
11713,85.0,CHRISTOPHER
11714,712.0,GREENWICH
11715,101.0,WASHINGTON
11716,562.0,4
11717,81.0,ANN
11718,92.0,ESSEX
11719,246.0,52465
11720,206.0,RIVINGTON
11721,171.0,3
11722,350.0,HOUSTON
11723,58.0,CARMINE
11724,58.0,G WICH
11725,39.0,WILLETT
11726,,W 40 & AVE 11
11727,24.0,STANTON
11728,163.0,ALLEN
11729,9.0,ELIZABETH
11730,101.0,BANK
11731,150.0,3
11732,64.0,BROAD
11733,43.0,HAMMOND
11734,10.0,BROADWAY
11735,722.0,BROADWAY
11736,,W 26 & AVE 8
11737,70.0,AVE B
11738,114.0,CHRYSTIE
11739,114.0,CHRYSTIE
11740,144.0,E BROADWAY
11741,916.0,BROADWAY
11742,,WILLIAMSBURG
11743,7.0,ORCHARD
11744,8.0,WILLETT
11745,,LEXGIN AVE
11746,10.0,RENWICK
11747,,E 36 & AVE 4
11748,420.0,4
11749,487.0,HOUSTON
11750,142.0,ORCHARD
11751,46.0,SANDS
11752,354.0,HOUSTON
11753,437.0,AVE 3
11754,150.0,ESSEX
11755,420.0,4
11756,358.0,BROADWAY
11757,176.0,BROADWAY
11758,611.0,GRAND
11759,27.0,MARKET
11760,,SHEFFIELD
11761,26.0,AVE 8
11762,19.0,IRVING PL
11763,389.0,HOUSTON
11764,206.0,ELM
11765,,E 30 & AVE 3 E HB N 30 AVE 3
11766,420.0,4
11767,367.0,AVE 3
11768,63.0,ORCHARD
11769,83.0,ORCHARD
11770,,
11771,,BROOKLYN
11772,195.0,HENRY
11773,195.0,HENRY
11774,722.0,BROADWAY
11775,30.0,BAYARD
11776,234.0,FRONT
11777,10.0,BROADWAY
11778,22.0,OLD SLIP
11779,68.0,SOUTH
11780,115.0,JOHN
11781,315.0,FRONT
11782,149.0,CEDAR
11783,149.0,CEDAR
11784,44.0,WALL 101 BANK
11785,,AVE W 7C 40
11786,15.0,MULBERRY
11787,41.0,HAMILTON
11788,56.0,3
11789,195.0,HOUSTON
11790,231.0,HOUSTON
11791,127.0,WILLOW
11792,621.0,BROADWAY
11793,211.0,ELIZABETH
11794,131.0,PITT
11795,580.0,WATER
11796,49.0,LEWIS
11797,195.0,HOUSTON
11798,232.0,AVE 1
11799,304.0,2
11800,,WILLIAMSBURG
11801,33.0,PIKE
11802,10.0,AVE 1
11803,10.0,AVE 1
11804,52.0,CROSBY
11805,12.0,AVE 3
11806,154.0,WAVERLEY PL
11807,108.0,CHRISTOPHER
11808,400.0,BROOME
11809,413.0,WEST
11810,152.0,W 16
11811,86.0,BARROW
11812,242.0,GRAND
11813,100.0,W 17
11814,96.0,CENTRE
11815,171.0,2
11816,94.0,READE
11817,63.0,PITT
11818,201.0,2
11819,,W 2IST & AVE 6
11820,,W 36 & AVE 8
11821,28.0,HAMERSLEY
11822,268.0,CANAL
11823,87.0,ALLEN MANN
11824,150.0,2
11825,330.0,8
11826,211.0,HOUSTON
11827,222.0,W 21
11828,137.0,FORSYTH
11829,70.0,ALY 4
11830,178.0,7
11831,97.0,MORTON
11832,121.0,W BROADWAY
11833,38.0,1
11834,,JERSEY CITY
11835,114.0,LEONARD
11836,30.0,HAMILTON
11837,33.0,AVE 2
11838,97.0,AVE B
11839,,W MSBURG
11840,73.0,SPRING
11841,139.0,G WICH
11842,6.0,S MARK PL
11843,40.0,CEDAR
11844,94.0,CHATHAM
11845,,BROOKLYN
11846,123.0,SHERIFF
11847,1.0,TROY
11848,6.0,WATTS
11849,249.0,5
11850,155.0,PERRY
11851,125.0,PERRY
11852,143.0,WEST 44 DOMINICK
11853,91.0,MACDUGL
11854,181.0,AVE 9
11855,73.0,DELANCEY
11856,10.0,AVE 10 & W 3108 LEROY
11857,69.0,WILLETT
11858,6.0,BEAVER 15 JAY
11859,6.0,CORTLANDT
11860,31.0,NORTH MOORE
11861,38.0,BROADWAY
11862,10.0,AVE 10 & W 13
11863,143.0,WEST
11864,194.0,KE LLTH
11865,145.0,W 28
11866,37.0,VESEY
11867,146.0,LEWIS
11868,33.0,MARKET
11869,72.0,MORTON
11870,214.0,AVE 8
11871,142.0,W 20
11872,142.0,W 20
11873,135.0,CHERR
11874,220.0,VARICK
11875,27.0,ROSE
11876,555.0,BROADWAY
11877,119.0,WHITE
11878,134.0,HAMMOND
11879,10.0,
11880,133.0,PERRY
11881,63.0,ORANGE
11882,50.0,TRINITY PL
11883,5.0,MORRIS
11884,231.0,W 20
11885,93.0,WALL
11886,105.0,W 31
11887,375.0,BROOME
11888,154.0,2
11889,694.0,WATER
11890,183.0,AVE 9
11891,37.0,LONDON TER
11892,141.0,WOOSTER
11893,190.0,WOOSTR
11894,253.0,5
11895,300.0,RIVINGTON
11896,42.0,NAVY
11897,24.0,WILLETT
11898,,BKLYN
11899,609.0,HUDSON
11900,120.0,CHRISTOPHER
11901,173.0,AMOS
11902,241.0,DELANCEY
11903,265.0,STANTON
11904,214.0,7
11905,265.0,STANTON
11906,463.0,BROADWAY
11907,61.0,PITT
11908,25.0,OAK
11909,11.0,NASSAU
11910,341.0,SPRING
11911,72.0,E 15
11912,98.0,MADISON
11913,36.0,ELDRIDGE
11914,94.0,MADISON
11915,95.0,HUDSON
11916,25.0,CORTINDT
11917,24.0,LIBERTY BOARDS
11918,697.0,GREENWICH
11919,26.0,
11920,327.0,RIVINGTON
11921,,
11922,197.0,PEARL
11923,29.0,W 16
11924,22.0,ANTHONY
11925,62.0,WALL
11926,100.0,CANNON
11927,62.0,WALL
11928,11.0,BOND
11929,62.0,WALL
11930,95.0,PERRY
11931,28.0,AVE 6
11932,3.0,AVE B
11933,213.0,HOUSTON
11934,391.0,PEARL
11935,,W 27 & AVE 9
11936,32.0,SUFFOLK
11937,44.0,GOUVERNEUR
11938,282.0,STANTON
11939,634.0,W WASHINGTON PL
11940,52.0,WOOSTER 148 THOMPSON
11941,160.0,DUANE G
11942,303.0,HOUSTON
11943,51.0,AVE 6 AND
11944,166.0,AVE 8
11945,105.0,PITT
11946,87.0,MERCER
11947,155.0,STANTON
11948,386.0,BLEECKER
11949,,
11950,8.0,AVE 8 & W 28
11951,180.0,AVE B
11952,155.0,STANTON
11953,26.0,NEW
11954,373.0,10
11955,251.0,5
11956,52.0,PITT
11957,557.0,4
11958,,E 25 & AVE 1
11959,209.0,AVE B
11960,,W 14 & AVE 1
11961,,AVE W 7N 36
11962,132.0,W 20
11963,170.0,ELIZABETH
11964,96.0,RIDGE
11965,124.0,MULBERRY
11966,88.0,AVE 10
11967,,W 29 & AVE 10
11968,19.0,PITT
11969,120.0,HOUS
11970,570.0,GREENWICH ON
11971,398.0,CHERRY
11972,218.0,MONROE
11973,51.0,DEY
11974,11.0,CHRISTOPHER
11975,52.0,E 24
11976,231.0,E BROADWAY
11977,24.0,WHITEHALL
11978,704.0,GREENWICH
11979,135.0,AVE 1
11980,85.0,CHARLTON
11981,151.0,
11982,120.0,HENRY
11983,111.0,W 31
11984,18.0,JORALEMON
11985,56.0,STANTON
11986,95.0,MULBERRY
11987,,W 25 & AVE 10
11988,507.0,BROOME
11989,148.0,W 25
11990,653.0,WASHINGTON
11991,456.0,BROADWAY
11992,105.0,9
11993,87.0,WALKER
11994,,W 25 & AVE 8
11995,707.0,4
11996,15.0,SPRING
11997,40.0,RIVINGTON
11998,180.0,E BROADWAY
11999,33.0,HORATIO
12000,118.0,AMITY
12001,235.0,E 25
12002,62.0,AVE 6
12003,,W 28 & AVE 10
12004,370.0,AVE 3
12005,53.0,LUDLOW
12006,121.0,ORCHARD
12007,489.0,GREENWICH
12008,72.0,AMITY
12009,318.0,PEARL
12010,5.0,TOMPKINS
12011,,CITIZENS
12012,44.0,12
12013,231.0,W 16
12014,349.0,HUDSON
12015,73.0,NORFOLK
12016,114.0,KING
12017,102.0,W 20
12018,252.0,MOTT
12019,40.0,ROSE
12020,112.0,E 13
12021,77.0,CRANBERRY
12022,193.0,GREENWICH
12023,341.0,HOUSTON
12024,12.0,E MTH
12025,2.0,PETERS PL
12026,9.0,VANDAM
12027,62.0,HUDSON
12028,109.0,THOMPSON
12029,,W 40 & AVE 8 GALL CHARLE 112 HOUSTON
12030,187.0,BOWERY 187 BOWERY
12031,26.0,
12032,483.0,AVE 6
12033,,Q7 WHITEHALL
12034,217.0,WALKER
12035,,AVE 1C 12
12036,176.0,ELIZABETH
12037,248.0,5
12038,124.0,SHERIFF
12039,247.0,W 16
12040,,OY 37 & AVE 9 RGE CARMAN
12041,,E 24 & AVE 3 HE 24 AVE C 3
12042,18.0,PARK PL
12043,151.0,B E 98 27
12044,9.0,AND 10 EI EE TE EA
12045,114.0,E 13
12046,,W 40 & AVE 8
12047,11.0,
12048,166.0,E 18
12049,80.0,NASSAU
12050,80.0,NASSAU
12051,116.0,FULTON
12052,166.0,E 18
12053,103.0,MOTT
12054,112.0,4
12055,67.0,OLIVER
12056,,W 36 & AVE 9
12057,77.0,ALLEN
12058,112.0,HOUSTON
12059,37.0,SHERIFF
12060,413.0,CHERRY
12061,195.0,ELIZABETH
12062,,WASHING
12063,152.0,CHAMBERS
12064,53.0,MARKET
12065,683.0,WATER
12066,32.0,E BROADWAY
12067,722.0,WASHINGTON
12068,,
12069,130.0,W 16
12070,68.0,GOLD
12071,28.0,
12072,105.0,FE 24
12073,97.0,E MTH
12074,162.0,3
12075,89.0,HESTER
12076,168.0,AVE 8
12077,16.0,WATTS
12078,75.0,SPRING
12079,1.0,AND 2
12080,51.0,ELM
12081,252.0,AVE 10
12082,64.0,PRINCE
12083,41.0,SPRING
12084,24.0,THOMAS
12085,187.0,AVE C
12086,349.0,BOWERY
12087,37.0,W BROADWAY
12088,234.0,5
12089,232.0,W 18
12090,24.0,HOUSTON
12091,55.0,BOWERY 376 GRAND
12092,44.0,KE BROADWAY
12093,230.0,CANAL
12094,321.0,8
12095,94.0,W 18
12096,,W 36 & AVE 8
12097,211.0,AVE 10
12098,25.0,BOWERY
12099,233.0,ELIZABETH
12100,176.0,HESTER
12101,61.0,ORCHARD
12102,81.0,AVE B
12103,103.0,CANNON
12104,38.0,TRINITY PL
12105,564.0,ORANGE
12106,92.0,W 18
12107,6.0,VANDEWATER
12108,128.0,AVE 10
12109,272.0,AVE 10
12110,191.0,MOTT
